seed,split,split_label,baseline,n_train,n_test,mean_rowwise_pearson,median_rowwise_pearson,mean_rmse,median_rmse,alpha,n_bits
10,split_random,random,global_train_mean,1755,445,0.16402348193859398,0.14494335042876147,0.084133574195855,0.06563115721075617,,
10,split_random,random,cell_context_mean,1755,445,0.23265671888913245,0.21472225001012438,0.08353121041144491,0.06605578045121643,,
10,split_random,random,drug_mean,1755,445,0.23427356176241618,0.20113394049062067,0.08355656483694235,0.06830346762298672,,
10,split_random,random,cell_dose_mean,1755,445,0.24528561489147166,0.234472662669843,0.08348426756331037,0.06769859119654667,,
10,split_random,random,ridge_cell_dose,1755,445,0.22924184338239434,0.21366751057446592,0.0835671121700654,0.06659243875817876,10.0,
10,split_random,random,ridge_drug_fp,1755,445,0.2377181434609235,0.20371031005791662,0.08285927339568105,0.06795170476225132,10.0,1024.0
10,split_random,random,ridge_cell_dose_drug_fp,1755,445,0.287616773436733,0.253183638734095,0.08171229237915421,0.0682756968419599,10.0,1024.0
10,split_cell_heldout,cell_heldout,global_train_mean,1481,719,0.05083405159924541,0.037065189765063705,0.08206485752711959,0.06705002902621064,,
10,split_cell_heldout,cell_heldout,cell_context_mean,1481,719,0.05083405159924541,0.037065189765063705,0.08206485752711959,0.06705002902621064,,
10,split_cell_heldout,cell_heldout,drug_mean,1481,719,0.10190414181444919,0.08841927720692735,0.08771230731469451,0.07188100130721489,,
10,split_cell_heldout,cell_heldout,cell_dose_mean,1481,719,0.05083405159924541,0.037065189765063705,0.08206485752711959,0.06705002902621064,,
10,split_cell_heldout,cell_heldout,ridge_cell_dose,1481,719,0.043421676365373654,0.03104734425928927,0.08268071117496488,0.0681838388041165,10.0,
10,split_cell_heldout,cell_heldout,ridge_drug_fp,1481,719,0.10094883192315401,0.08474280767086328,0.08686794269147144,0.07101575986819839,10.0,1024.0
10,split_cell_heldout,cell_heldout,ridge_cell_dose_drug_fp,1481,719,0.09716253706120354,0.0776014453294125,0.08734978207395894,0.07197951587577449,10.0,1024.0
10,split_scaffold_heldout,scaffold_heldout,global_train_mean,1810,390,0.13129296256385525,0.10826417640182381,0.07704065892834765,0.064357286563132,,
10,split_scaffold_heldout,scaffold_heldout,cell_context_mean,1810,390,0.1968880627200107,0.18071349600681694,0.07693293698981886,0.06430906453974425,,
10,split_scaffold_heldout,scaffold_heldout,drug_mean,1810,390,0.13129296256385525,0.10826417640182381,0.07704065892834765,0.064357286563132,,
10,split_scaffold_heldout,scaffold_heldout,cell_dose_mean,1810,390,0.21755713419257067,0.20311192978841952,0.07683076874967576,0.06474029387009096,,
10,split_scaffold_heldout,scaffold_heldout,ridge_cell_dose,1810,390,0.196642744592867,0.18147235972054815,0.07694341899753544,0.06491423394039822,10.0,
10,split_scaffold_heldout,scaffold_heldout,ridge_drug_fp,1810,390,0.09286074586082088,0.06111884418284323,0.08244949820064934,0.07133691346387248,10.0,1024.0
10,split_scaffold_heldout,scaffold_heldout,ridge_cell_dose_drug_fp,1810,390,0.15070293915833063,0.12031015957452758,0.0822820451873781,0.07153680702120102,10.0,1024.0
10,split_cell_scaffold_heldout,cell_scaffold_heldout,global_train_mean,1219,128,0.04091111725623438,0.031749173698078316,0.0784544363876869,0.06660408733722074,,
10,split_cell_scaffold_heldout,cell_scaffold_heldout,cell_context_mean,1219,128,0.04091111725623438,0.031749173698078316,0.0784544363876869,0.06660408733722074,,
10,split_cell_scaffold_heldout,cell_scaffold_heldout,drug_mean,1219,128,0.04091111725623438,0.031749173698078316,0.0784544363876869,0.06660408733722074,,
10,split_cell_scaffold_heldout,cell_scaffold_heldout,cell_dose_mean,1219,128,0.04091111725623438,0.031749173698078316,0.0784544363876869,0.06660408733722074,,
10,split_cell_scaffold_heldout,cell_scaffold_heldout,ridge_cell_dose,1219,128,0.03408295655571551,0.026886165162673926,0.07923712482723458,0.06894156518362185,10.0,
10,split_cell_scaffold_heldout,cell_scaffold_heldout,ridge_drug_fp,1219,128,0.018791471035338934,0.00823987604728309,0.08587778421328524,0.0746355704545421,10.0,1024.0
10,split_cell_scaffold_heldout,cell_scaffold_heldout,ridge_cell_dose_drug_fp,1219,128,0.01822349084798342,0.008603717847464682,0.08654702882367721,0.07543606729465295,10.0,1024.0
