split,n_seeds,mean_n_test,mean_max_train_tanimoto,sd_max_train_tanimoto
split_cell_heldout,30,731.2,0.9981997468393993,0.002242543313704495
split_cell_scaffold_heldout,30,141.93333333333334,0.3126677121322958,0.01805201381955775
split_random,30,437.46666666666664,1.0,0.0
split_scaffold_heldout,30,427.06666666666666,0.31270282441370395,0.017838243439149963
