split,baseline,mean_rank,sd_rank,mean_score,sd_score,n_seeds
split_cell_heldout,ridge_drug_fp,1.6,0.4982728791224398,0.13491580851517634,0.02901121713240924,30
split_cell_heldout,drug_mean,1.8,0.7611243951073873,0.1346002064699959,0.028020387074763762,30
split_cell_heldout,ridge_cell_dose_drug_fp,2.6,0.8136762043449723,0.13263069041016032,0.03056596486316393,30
split_cell_heldout,cell_context_mean,4.0,0.0,0.07635369225966877,0.021650059713556744,30
split_cell_heldout,cell_dose_mean,4.0,0.0,0.07635369225966877,0.021650059713556744,30
split_cell_heldout,global_train_mean,4.0,0.0,0.07635369225966877,0.021650059713556744,30
split_cell_heldout,ridge_cell_dose,7.0,0.0,0.07196156740164228,0.024304762153837825,30
split_cell_scaffold_heldout,cell_context_mean,1.1333333333333333,0.4341724854553047,0.0755333673474889,0.025554465019439313,30
split_cell_scaffold_heldout,cell_dose_mean,1.1333333333333333,0.4341724854553047,0.0755333673474889,0.025554465019439313,30
split_cell_scaffold_heldout,drug_mean,1.1333333333333333,0.4341724854553047,0.0755333673474889,0.025554465019439313,30
split_cell_scaffold_heldout,global_train_mean,1.1333333333333333,0.4341724854553047,0.0755333673474889,0.025554465019439313,30
split_cell_scaffold_heldout,ridge_cell_dose,5.0,1.2865350418053538,0.0709431868209175,0.02752935173708734,30
split_cell_scaffold_heldout,ridge_cell_dose_drug_fp,5.966666666666667,1.0333518722845683,0.059676572970595185,0.0246187653134774,30
split_cell_scaffold_heldout,ridge_drug_fp,6.5,1.0422125006694771,0.0582223141944604,0.02337473383537392,30
split_random,ridge_cell_dose_drug_fp,1.0,0.0,0.29155788489417594,0.007744136479647918,30
split_random,cell_dose_mean,2.4,0.7239737088005909,0.24763497662889483,0.0077026873816787,30
split_random,ridge_drug_fp,2.7333333333333334,0.44977644510880355,0.24311705585801882,0.007807280732916189,30
split_random,drug_mean,4.066666666666666,0.7396799556440672,0.24018450458598747,0.007708776394065616,30
split_random,cell_context_mean,5.233333333333333,0.5040069329937309,0.23167683196021593,0.007428438548654605,30
split_random,ridge_cell_dose,5.566666666666666,0.6260623155792927,0.23072992964376576,0.007869209908504069,30
split_random,global_train_mean,7.0,0.0,0.16234862651552245,0.006700520320408173,30
split_scaffold_heldout,cell_dose_mean,1.0,0.0,0.24994885214240575,0.0180661562923631,30
split_scaffold_heldout,cell_context_mean,2.3666666666666667,0.49013251785356093,0.22953304539648134,0.020170055777474796,30
split_scaffold_heldout,ridge_cell_dose,2.6333333333333333,0.49013251785356093,0.22892896913369293,0.019853516026904508,30
split_scaffold_heldout,ridge_cell_dose_drug_fp,4.0,0.0,0.18851298242043651,0.01943388655032744,30
split_scaffold_heldout,drug_mean,5.0,0.0,0.16044657453319744,0.018222205508093215,30
split_scaffold_heldout,global_train_mean,5.0,0.0,0.16044657453319744,0.018222205508093215,30
split_scaffold_heldout,ridge_drug_fp,7.0,0.0,0.12635848490560098,0.018273215030790903,30
