split,mean_train_records,sd_train_records,mean_test_records,sd_test_records,mean_excluded_records,sd_excluded_records
split_cell_heldout,1468.8,10.459775167360151,731.2,10.459775167360156,0.0,0.0
split_cell_scaffold_heldout,1183.6666666666667,25.83146081459761,141.93333333333334,11.758880234436269,874.4,14.896424009669655
split_random,1762.5333333333333,16.441606879548303,437.46666666666664,16.441606879548285,0.0,0.0
split_scaffold_heldout,1772.9333333333334,34.96000999500109,427.06666666666666,34.96000999500107,0.0,0.0
