seed,split,baseline,sample_id,rowwise_pearson,rmse
30,split_random,global_train_mean,2-Methoxyestradiol (2-MeOE2)__A549__1000nM__24h,0.20250650687369284,0.0697060215084287
30,split_random,global_train_mean,2-Methoxyestradiol (2-MeOE2)__MCF7__10nM__24h,-0.04689162518795943,0.05167516892804697
30,split_random,global_train_mean,(+)-JQ1__MCF7__100nM__24h,0.3651826276675341,0.12084455778682178
30,split_random,global_train_mean,(+)-JQ1__MCF7__10000nM__24h,0.502390674355832,0.2607651125002822
30,split_random,global_train_mean,A-366__A549__1000nM__24h,0.12802482902616194,0.06893974635448709
30,split_random,global_train_mean,A-366__K562__10000nM__24h,0.21014540526920553,0.0630135908677224
30,split_random,global_train_mean,ABT-737__A549__100nM__24h,-0.11317115399474896,0.06991041378554073
30,split_random,global_train_mean,ABT-737__A549__1000nM__24h,0.026869097537872293,0.0703654914056804
30,split_random,global_train_mean,ABT-737__K562__10nM__24h,0.046825884803085326,0.06473421623403539
30,split_random,global_train_mean,ABT-737__MCF7__1000nM__24h,-0.13841290960209204,0.08109403677773216
30,split_random,global_train_mean,AC480 (BMS-599626)__K562__10000nM__24h,0.3371025696727488,0.07933771255427649
30,split_random,global_train_mean,AC480 (BMS-599626)__MCF7__100nM__24h,0.2382205280273792,0.05234818364187129
30,split_random,global_train_mean,AICAR (Acadesine)__A549__100nM__24h,-0.03430625078425129,0.06500471756737192
30,split_random,global_train_mean,AICAR (Acadesine)__K562__10000nM__24h,0.07153819500188797,0.056999084392540054
30,split_random,global_train_mean,AR-42__K562__10nM__24h,0.34423460315116855,0.06535188454846498
30,split_random,global_train_mean,AR-42__MCF7__10nM__24h,0.39376237098079736,0.08548182009056868
30,split_random,global_train_mean,AR-42__MCF7__100nM__24h,0.47727918259390106,0.145863360621464
30,split_random,global_train_mean,AT9283__MCF7__100nM__24h,0.1620376282916734,0.07982409249147521
30,split_random,global_train_mean,AT9283__MCF7__1000nM__24h,0.16728911329551485,0.08431210742196847
30,split_random,global_train_mean,AZ 960__A549__100nM__24h,0.23621500359483838,0.06061093154976446
30,split_random,global_train_mean,AZ 960__K562__10nM__24h,0.16153857715040473,0.058360900493391495
30,split_random,global_train_mean,AZD1480__MCF7__10nM__24h,0.2665642745043619,0.04849316229214964
30,split_random,global_train_mean,AZD1480__MCF7__1000nM__24h,0.39759593286306477,0.07153126798593615
30,split_random,global_train_mean,Abexinostat (PCI-24781)__A549__10nM__24h,0.36861454057744,0.10388977984887089
30,split_random,global_train_mean,Abexinostat (PCI-24781)__K562__100nM__24h,0.38007693138527193,0.11599991374121031
30,split_random,global_train_mean,Abexinostat (PCI-24781)__K562__1000nM__24h,0.49536049524652437,0.22125042293539304
30,split_random,global_train_mean,Abexinostat (PCI-24781)__MCF7__1000nM__24h,0.5752342053043843,0.28554394230372226
30,split_random,global_train_mean,Alendronate sodium trihydrate__A549__10nM__24h,0.07521102915803683,0.060755836260723804
30,split_random,global_train_mean,Alendronate sodium trihydrate__A549__10000nM__24h,0.31946921136552664,0.10519018720024212
30,split_random,global_train_mean,Alendronate sodium trihydrate__K562__10000nM__24h,0.0607455111830604,0.06062244239254041
