seed,split,baseline,sample_id,rowwise_pearson,rmse
29,split_random,global_train_mean,2-Methoxyestradiol (2-MeOE2)__A549__10nM__24h,0.1994576414275939,0.06102223196980161
29,split_random,global_train_mean,2-Methoxyestradiol (2-MeOE2)__K562__10nM__24h,0.1582237622591179,0.0587010209488973
29,split_random,global_train_mean,2-Methoxyestradiol (2-MeOE2)__K562__100nM__24h,0.11491543821150345,0.062196415807901584
29,split_random,global_train_mean,2-Methoxyestradiol (2-MeOE2)__MCF7__100nM__24h,-0.0033767779518677106,0.06159508266888651
29,split_random,global_train_mean,(+)-JQ1__K562__10nM__24h,0.14249523326101304,0.06989891923452078
29,split_random,global_train_mean,(+)-JQ1__K562__10000nM__24h,0.325295031504765,0.16318624726153727
29,split_random,global_train_mean,A-366__MCF7__1000nM__24h,0.044079440268447664,0.050776445731520736
29,split_random,global_train_mean,ABT-737__A549__10000nM__24h,-0.03007492212737324,0.1176117746917538
29,split_random,global_train_mean,ABT-737__K562__100nM__24h,-0.04315005538899802,0.06411565644805232
29,split_random,global_train_mean,AC480 (BMS-599626)__A549__100nM__24h,0.013289752730795716,0.07532613319340775
29,split_random,global_train_mean,AC480 (BMS-599626)__A549__1000nM__24h,0.07356623894855892,0.08184960576461145
29,split_random,global_train_mean,AC480 (BMS-599626)__A549__10000nM__24h,0.2433462334361392,0.10291743243732818
29,split_random,global_train_mean,AG-490 (Tyrphostin B42)__A549__1000nM__24h,0.04140103117668762,0.07175216769647798
29,split_random,global_train_mean,AG-490 (Tyrphostin B42)__A549__10000nM__24h,0.20014776079923624,0.06403906065836412
29,split_random,global_train_mean,AG-490 (Tyrphostin B42)__K562__1000nM__24h,0.22660143347963643,0.06024181145022029
29,split_random,global_train_mean,AG-490 (Tyrphostin B42)__MCF7__10nM__24h,0.07186177152242502,0.04662345213729496
29,split_random,global_train_mean,AG-490 (Tyrphostin B42)__MCF7__10000nM__24h,0.13943823972794683,0.04872484678215489
29,split_random,global_train_mean,AG-14361__A549__10nM__24h,0.19973345863698605,0.05684479065992111
29,split_random,global_train_mean,AG-14361__A549__1000nM__24h,0.23576566038634653,0.06776184023288918
29,split_random,global_train_mean,AICAR (Acadesine)__MCF7__100nM__24h,0.1273193907938388,0.042231422688482685
29,split_random,global_train_mean,AMG-900__A549__1000nM__24h,0.48833388313739545,0.1513397905155339
29,split_random,global_train_mean,AMG-900__A549__10000nM__24h,0.20179373082682348,0.15182475091066133
29,split_random,global_train_mean,AMG-900__MCF7__10nM__24h,0.3892387097855221,0.06463319025847591
29,split_random,global_train_mean,AR-42__K562__100nM__24h,0.41556594870138863,0.11773644112183217
29,split_random,global_train_mean,AR-42__MCF7__10nM__24h,0.39402642216401607,0.0853103297915725
29,split_random,global_train_mean,AR-42__MCF7__1000nM__24h,0.5898991115714836,0.24286160450590905
29,split_random,global_train_mean,AT9283__A549__10000nM__24h,0.10287073445980528,0.1700110010796289
29,split_random,global_train_mean,AT9283__K562__10nM__24h,0.12088265248388151,0.09383527254185069
29,split_random,global_train_mean,AT9283__MCF7__100nM__24h,0.16835682476015046,0.07994253815540604
29,split_random,global_train_mean,AZ 960__A549__100nM__24h,0.2310410031114301,0.0607134528839683
29,split_random,global_train_mean,AZD1480__K562__1000nM__24h,0.12394538834003199,0.06366032063678882
29,split_random,global_train_mean,AZD1480__MCF7__10nM__24h,0.2688504729824871,0.04837587508330462
29,split_random,global_train_mean,Abexinostat (PCI-24781)__MCF7__10000nM__24h,0.5559128211713796,0.3734178047730197
29,split_random,global_train_mean,Alendronate sodium trihydrate__MCF7__1000nM__24h,0.3154880445888962,0.0990087424118548
29,split_random,global_train_mean,Altretamine__A549__10nM__24h,0.01229463282376697,0.0635970708500758
29,split_random,global_train_mean,Aminoglutethimide __A549__100nM__24h,-0.08188260966986952,0.08124210707461989
29,split_random,global_train_mean,Aminoglutethimide __A549__1000nM__24h,-0.18968738961966516,0.08067880897408745
29,split_random,global_train_mean,Aminoglutethimide __A549__10000nM__24h,-0.02878680690808741,0.06482218370482398
29,split_random,global_train_mean,Aminoglutethimide __K562__10nM__24h,0.1338661526624419,0.05623958453745349
29,split_random,global_train_mean,Amisulpride__A549__1000nM__24h,-0.13525386051215074,0.07373804586865543
29,split_random,global_train_mean,Amisulpride__A549__10000nM__24h,-0.017049607412133554,0.06439880243897948
29,split_random,global_train_mean,Anacardic Acid__A549__10nM__24h,0.030441784794986493,0.06032404337631922
29,split_random,global_train_mean,Anacardic Acid__K562__10nM__24h,0.11531866682093765,0.057570987881390534
29,split_random,global_train_mean,Anacardic Acid__K562__100nM__24h,-0.049392115463046254,0.061088594838527015
29,split_random,global_train_mean,Andarine__A549__1000nM__24h,-0.09845235975353618,0.07377937271433718
29,split_random,global_train_mean,Andarine__A549__10000nM__24h,0.04857360024304223,0.06181919759412975
29,split_random,global_train_mean,Andarine__MCF7__100nM__24h,0.11041949054770224,0.0627098935917455
29,split_random,global_train_mean,Aurora A Inhibitor I__A549__1000nM__24h,0.16404432569622604,0.06833079734741777
29,split_random,global_train_mean,Aurora A Inhibitor I__MCF7__10nM__24h,-0.03419366372081603,0.047354607453121984
29,split_random,global_train_mean,Avagacestat (BMS-708163)__A549__10nM__24h,0.03033435089978743,0.06362946520279351
29,split_random,global_train_mean,Avagacestat (BMS-708163)__K562__1000nM__24h,0.05688030792013346,0.05977516032366855
29,split_random,global_train_mean,Avagacestat (BMS-708163)__K562__10000nM__24h,0.14493325405916654,0.06399308738184185
29,split_random,global_train_mean,Avagacestat (BMS-708163)__MCF7__10000nM__24h,0.05622372868122299,0.058897711571711225
29,split_random,global_train_mean,Azacitidine __K562__10000nM__24h,0.14471442223812636,0.19921533869774274
29,split_random,global_train_mean,BMS-265246__A549__1000nM__24h,0.07342748762873025,0.0852342012875075
29,split_random,global_train_mean,BMS-265246__MCF7__1000nM__24h,-0.02432260676975841,0.08037975730685339
29,split_random,global_train_mean,BMS-265246__MCF7__10000nM__24h,0.17928635352708283,0.10100127433072534
29,split_random,global_train_mean,BMS-536924__K562__10nM__24h,0.049577444738733684,0.0601102328899886
29,split_random,global_train_mean,BMS-536924__K562__1000nM__24h,0.03158465072324289,0.05686980971598827
29,split_random,global_train_mean,BMS-536924__MCF7__10000nM__24h,0.40113797138873364,0.11346744698059812
29,split_random,global_train_mean,BMS-754807__MCF7__10nM__24h,0.2995528134059305,0.06045879059647864
29,split_random,global_train_mean,BRD4770__A549__100nM__24h,0.14260122461254846,0.07022782911280706
29,split_random,global_train_mean,"Baricitinib (LY3009104, INCB028050)__A549__10nM__24h",0.04630723881416873,0.06882984678023962
29,split_random,global_train_mean,Belinostat (PXD101)__K562__1000nM__24h,0.48535818226959626,0.14437123406651378
29,split_random,global_train_mean,Belinostat (PXD101)__MCF7__100nM__24h,0.40946058246792083,0.11213868694118424
29,split_random,global_train_mean,Bisindolylmaleimide IX (Ro 31-8220 Mesylate)__K562__100nM__24h,0.06419290847017121,0.06374771468679244
29,split_random,global_train_mean,Bosutinib (SKI-606)__A549__10000nM__24h,0.30965933421016406,0.1215144489555061
29,split_random,global_train_mean,Bosutinib (SKI-606)__K562__100nM__24h,0.1946847962956411,0.14872459645448913
29,split_random,global_train_mean,Busulfan __A549__100nM__24h,0.1423092564217768,0.06340637569043525
29,split_random,global_train_mean,Busulfan __MCF7__10nM__24h,0.04518536181145098,0.04866861428835273
29,split_random,global_train_mean,Busulfan __MCF7__1000nM__24h,0.07403280253364576,0.042237066849962104
29,split_random,global_train_mean,CEP-33779__A549__100nM__24h,0.08896204343854652,0.05895341421827949
