seed,split,split_label,baseline,n_train,n_test,mean_rowwise_pearson,median_rowwise_pearson,mean_rmse,median_rmse,alpha,n_bits
19,split_random,random,global_train_mean,1750,450,0.16106867490906943,0.1347281818724982,0.07874026715789098,0.06510003063257751,,
19,split_random,random,cell_context_mean,1750,450,0.2222481927547905,0.2020073667714402,0.07868229357252232,0.06520373276595239,,
19,split_random,random,drug_mean,1750,450,0.23972095913592664,0.20638922499264378,0.07920222515114918,0.06763740160025741,,
19,split_random,random,cell_dose_mean,1750,450,0.24190877846615233,0.23103072380989403,0.07849083645912427,0.06648793698347008,,
19,split_random,random,ridge_cell_dose,1750,450,0.2225582251255235,0.2018354999790533,0.07846206756128281,0.06599119907616902,10.0,
19,split_random,random,ridge_drug_fp,1750,450,0.24247524300316342,0.20963539153910804,0.07847189188353171,0.06738190864134855,10.0,1024.0
19,split_random,random,ridge_cell_dose_drug_fp,1750,450,0.28581622628392767,0.25590149969168896,0.0778479631529884,0.06778452073598162,10.0,1024.0
19,split_cell_heldout,cell_heldout,global_train_mean,1463,737,0.08939470886302463,0.06347405716358166,0.09225326986452555,0.07118487918076756,,
19,split_cell_heldout,cell_heldout,cell_context_mean,1463,737,0.08939470886302463,0.06347405716358166,0.09225326986452555,0.07118487918076756,,
19,split_cell_heldout,cell_heldout,drug_mean,1463,737,0.1501872246610215,0.1198777509882804,0.09440988754424856,0.07542853312342089,,
19,split_cell_heldout,cell_heldout,cell_dose_mean,1463,737,0.08939470886302463,0.06347405716358166,0.09225326986452555,0.07118487918076756,,
19,split_cell_heldout,cell_heldout,ridge_cell_dose,1463,737,0.08615650990795828,0.05916994684760455,0.09243476356930533,0.0719811675239751,10.0,
19,split_cell_heldout,cell_heldout,ridge_drug_fp,1463,737,0.15147595994049529,0.12178679810575663,0.09369709435166919,0.07491952778693362,10.0,1024.0
19,split_cell_heldout,cell_heldout,ridge_cell_dose_drug_fp,1463,737,0.14894606990395184,0.11511369104167447,0.09401522726318934,0.0755775155049565,10.0,1024.0
19,split_scaffold_heldout,scaffold_heldout,global_train_mean,1761,439,0.1467861135101557,0.12758458762846384,0.07668980933312476,0.06522644091700071,,
19,split_scaffold_heldout,scaffold_heldout,cell_context_mean,1761,439,0.2142179073745475,0.20412753868807515,0.07640666650090978,0.064976853396073,,
19,split_scaffold_heldout,scaffold_heldout,drug_mean,1761,439,0.1467861135101557,0.12758458762846384,0.07668980933312476,0.06522644091700071,,
19,split_scaffold_heldout,scaffold_heldout,cell_dose_mean,1761,439,0.23543322651906948,0.22325624410549985,0.07621921449630653,0.06592412215661006,,
19,split_scaffold_heldout,scaffold_heldout,ridge_cell_dose,1761,439,0.2114160400253016,0.20005791257791974,0.07640477764327332,0.06607336502752525,10.0,
19,split_scaffold_heldout,scaffold_heldout,ridge_drug_fp,1761,439,0.12180471209132682,0.1028013922175926,0.08285655554144576,0.07280533774119126,10.0,1024.0
19,split_scaffold_heldout,scaffold_heldout,ridge_cell_dose_drug_fp,1761,439,0.1775343961733286,0.15556624673621083,0.08251797095004583,0.0725742623176171,10.0,1024.0
19,split_cell_scaffold_heldout,cell_scaffold_heldout,global_train_mean,1169,145,0.08748919164334393,0.07690556219790759,0.0856693145472531,0.07127628428943611,,
19,split_cell_scaffold_heldout,cell_scaffold_heldout,cell_context_mean,1169,145,0.08748919164334393,0.07690556219790759,0.0856693145472531,0.07127628428943611,,
19,split_cell_scaffold_heldout,cell_scaffold_heldout,drug_mean,1169,145,0.08748919164334393,0.07690556219790759,0.0856693145472531,0.07127628428943611,,
19,split_cell_scaffold_heldout,cell_scaffold_heldout,cell_dose_mean,1169,145,0.08748919164334393,0.07690556219790759,0.0856693145472531,0.07127628428943611,,
19,split_cell_scaffold_heldout,cell_scaffold_heldout,ridge_cell_dose,1169,145,0.08188683240909184,0.06191921073842519,0.08600907662055385,0.07188805156137636,10.0,
19,split_cell_scaffold_heldout,cell_scaffold_heldout,ridge_drug_fp,1169,145,0.07404042088182534,0.06139118368837675,0.09249392591062154,0.07857045023577383,10.0,1024.0
19,split_cell_scaffold_heldout,cell_scaffold_heldout,ridge_cell_dose_drug_fp,1169,145,0.07524313571452469,0.06315953486456158,0.09300308465270599,0.07964337668339351,10.0,1024.0
