seed,split,split_label,baseline,n_train,n_test,mean_rowwise_pearson,median_rowwise_pearson,mean_rmse,median_rmse,alpha,n_bits
17,split_random,random,global_train_mean,1759,441,0.16297485187002514,0.13652964729720657,0.08316439338113826,0.06499504027869062,,
17,split_random,random,cell_context_mean,1759,441,0.23092541506901743,0.20754060647532055,0.0825551723314969,0.06480013182688994,,
17,split_random,random,drug_mean,1759,441,0.24909565487672405,0.22592609391966387,0.08215149178336796,0.06721224004422716,,
17,split_random,random,cell_dose_mean,1759,441,0.24522342159183982,0.2362572444502182,0.08249868245141895,0.06585338819427547,,
17,split_random,random,ridge_cell_dose,1759,441,0.22927820984850883,0.2024387391036022,0.08251510807552606,0.06567841484546137,10.0,
17,split_random,random,ridge_drug_fp,1759,441,0.25186403703265325,0.22474159790471526,0.0815246630190115,0.06685514015084361,10.0,1024.0
17,split_random,random,ridge_cell_dose_drug_fp,1759,441,0.29828349333544846,0.2690584013598137,0.08043220619106439,0.06676107451781886,10.0,1024.0
17,split_cell_heldout,cell_heldout,global_train_mean,1481,719,0.05083405159924541,0.037065189765063705,0.08206485752711959,0.06705002902621064,,
17,split_cell_heldout,cell_heldout,cell_context_mean,1481,719,0.05083405159924541,0.037065189765063705,0.08206485752711959,0.06705002902621064,,
17,split_cell_heldout,cell_heldout,drug_mean,1481,719,0.10190414181444919,0.08841927720692735,0.08771230731469451,0.07188100130721489,,
17,split_cell_heldout,cell_heldout,cell_dose_mean,1481,719,0.05083405159924541,0.037065189765063705,0.08206485752711959,0.06705002902621064,,
17,split_cell_heldout,cell_heldout,ridge_cell_dose,1481,719,0.043421676365373654,0.03104734425928927,0.08268071117496488,0.0681838388041165,10.0,
17,split_cell_heldout,cell_heldout,ridge_drug_fp,1481,719,0.10094883192315401,0.08474280767086328,0.08686794269147144,0.07101575986819839,10.0,1024.0
17,split_cell_heldout,cell_heldout,ridge_cell_dose_drug_fp,1481,719,0.09716253706120354,0.0776014453294125,0.08734978207395894,0.07197951587577449,10.0,1024.0
17,split_scaffold_heldout,scaffold_heldout,global_train_mean,1767,433,0.1846164548838244,0.14939025449878188,0.08930753063409665,0.06607294185177362,,
17,split_scaffold_heldout,scaffold_heldout,cell_context_mean,1767,433,0.25636979826274287,0.22655289249732652,0.08836300479635756,0.06619616106901621,,
17,split_scaffold_heldout,scaffold_heldout,drug_mean,1767,433,0.1846164548838244,0.14939025449878188,0.08930753063409665,0.06607294185177362,,
17,split_scaffold_heldout,scaffold_heldout,cell_dose_mean,1767,433,0.2769359908188109,0.25427674346043394,0.08750863236809747,0.06685967558801237,,
17,split_scaffold_heldout,scaffold_heldout,ridge_cell_dose,1767,433,0.25852885993398317,0.23149341729557116,0.08797325642975543,0.06654327058649269,10.0,
17,split_scaffold_heldout,scaffold_heldout,ridge_drug_fp,1767,433,0.14723353413001838,0.10233915494061614,0.09376964515648412,0.07438974560750714,10.0,1024.0
17,split_scaffold_heldout,scaffold_heldout,ridge_cell_dose_drug_fp,1767,433,0.21057098509932956,0.17024822656573116,0.09224426594080061,0.07420617743355903,10.0,1024.0
17,split_cell_scaffold_heldout,cell_scaffold_heldout,global_train_mean,1188,140,0.06041188911135781,0.04202033574598907,0.08585575068665552,0.06723828007245841,,
17,split_cell_scaffold_heldout,cell_scaffold_heldout,cell_context_mean,1188,140,0.06041188911135781,0.04202033574598907,0.08585575068665552,0.06723828007245841,,
17,split_cell_scaffold_heldout,cell_scaffold_heldout,drug_mean,1188,140,0.06041188911135781,0.04202033574598907,0.08585575068665552,0.06723828007245841,,
17,split_cell_scaffold_heldout,cell_scaffold_heldout,cell_dose_mean,1188,140,0.06041188911135781,0.04202033574598907,0.08585575068665552,0.06723828007245841,,
17,split_cell_scaffold_heldout,cell_scaffold_heldout,ridge_cell_dose,1188,140,0.053025034570902636,0.046346865603547074,0.08605814966941878,0.06812766051569316,10.0,
17,split_cell_scaffold_heldout,cell_scaffold_heldout,ridge_drug_fp,1188,140,0.05398975213219982,0.03461129763495678,0.09387159798547286,0.07665961452448226,10.0,1024.0
17,split_cell_scaffold_heldout,cell_scaffold_heldout,ridge_cell_dose_drug_fp,1188,140,0.055127616884164954,0.03992346817408751,0.09387690064237325,0.07824603145473401,10.0,1024.0
