split,n_train_records,n_test_records,n_excluded_records,test_drug_same_in_train_frac,test_scaffold_same_in_train_frac,test_cell_same_in_train_frac,test_drug_cell_pair_same_in_train_frac,unique_test_drug_overlap_frac,unique_test_scaffold_overlap_frac,unique_test_cell_overlap_frac,unique_test_pair_overlap_frac,n_unique_test_drugs,n_unique_test_scaffolds,n_unique_test_cells,n_unique_test_pairs,seed,dataset,n_train,n_test,n_excluded,same_drug_in_train,same_scaffold_in_train,same_cell_in_train,same_drug_cell_in_train,same_drug_overlap,same_scaffold_overlap,same_cell_line_overlap,same_drug_dose_overlap,same_drug_cell_line_dose_overlap,same_numeric_dose_overlap,split_type,model_name,status,n_heldout_moa,n_test_drugs,n_test_scaffolds,same_moa_in_train
split_cell_scaffold_heldout,334.0,27.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,87,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,429.0,124.0,0.0,0.967741935483871,0.9516129032258064,1.0,0.0,0.9888888888888888,0.9886363636363636,1.0,0.0,90.0,88.0,4.0,124.0,88,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,88,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,445.0,108.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,108.0,88,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,333.0,27.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,88,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,425.0,128.0,0.0,1.0,0.984375,1.0,0.0,1.0,1.0,1.0,0.0,91.0,89.0,4.0,128.0,89,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,89,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,89,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,27.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,89,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,439.0,114.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,82.0,81.0,4.0,114.0,90,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,90,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,447.0,106.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,106.0,90,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,27.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,90,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,421.0,132.0,0.0,0.9696969696969696,0.9545454545454546,1.0,0.0,0.989247311827957,0.9891304347826086,1.0,0.0,93.0,92.0,4.0,132.0,91,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,91,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,91,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,333.0,27.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,91,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,450.0,103.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,79.0,77.0,4.0,103.0,92,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,92,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,445.0,108.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,108.0,92,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,332.0,27.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,92,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,442.0,111.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,87.0,86.0,4.0,111.0,93,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,93,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,443.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,110.0,93,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,332.0,28.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,93,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,444.0,109.0,0.0,0.963302752293578,0.944954128440367,1.0,0.0,0.9863013698630136,0.9859154929577464,1.0,0.0,73.0,71.0,4.0,109.0,94,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,94,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,442.0,111.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,111.0,94,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,331.0,28.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,94,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,448.0,105.0,0.0,1.0,0.9809523809523808,1.0,0.0,1.0,1.0,1.0,0.0,78.0,76.0,4.0,105.0,95,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,95,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,95,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,333.0,27.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,95,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,442.0,111.0,0.0,0.963963963963964,0.945945945945946,1.0,0.0,0.9885057471264368,0.9882352941176472,1.0,0.0,87.0,85.0,4.0,111.0,96,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,96,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,437.0,116.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,29.0,27.0,4.0,116.0,96,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,331.0,29.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,27.0,1.0,29.0,96,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,449.0,104.0,0.0,0.9615384615384616,0.9230769230769232,1.0,0.0,0.9875,0.9871794871794872,1.0,0.0,80.0,78.0,4.0,104.0,97,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,97,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,450.0,103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,103.0,97,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,338.0,23.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,1.0,23.0,97,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,442.0,111.0,0.0,0.972972972972973,0.954954954954955,1.0,0.0,0.988095238095238,0.9879518072289156,1.0,0.0,84.0,83.0,4.0,111.0,98,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,98,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,443.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,110.0,98,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,331.0,28.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,98,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,462.0,91.0,0.0,0.956043956043956,0.945054945054945,1.0,0.0,0.9846153846153848,0.984375,1.0,0.0,65.0,64.0,4.0,91.0,99,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,99,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,99,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,27.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,99,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,460.0,93.0,0.0,1.0,0.967741935483871,1.0,0.0,1.0,1.0,1.0,0.0,77.0,75.0,4.0,93.0,100,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,100,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,445.0,108.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,108.0,100,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,337.0,27.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,100,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,1,sciplex3_24h_top2000,1767.0,433.0,0.0,1.0,0.9699769053117784,1.0,0.9930715935334872,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,1,sciplex3_24h_top2000,1463.0,737.0,0.0,1.0,0.9674355495251018,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,1,sciplex3_24h_top2000,1766.0,434.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,1,sciplex3_24h_top2000,1173.0,144.0,883.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,2,sciplex3_24h_top2000,1742.0,458.0,0.0,1.0,0.9694323144104804,1.0,1.0,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,2,sciplex3_24h_top2000,1481.0,719.0,0.0,0.9944367176634216,0.96105702364395,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,2,sciplex3_24h_top2000,1818.0,382.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,2,sciplex3_24h_top2000,1226.0,127.0,847.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,3,sciplex3_24h_top2000,1729.0,471.0,0.0,1.0,0.9681528662420382,1.0,0.9957537154989384,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,3,sciplex3_24h_top2000,1481.0,719.0,0.0,0.9944367176634216,0.96105702364395,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,3,sciplex3_24h_top2000,1702.0,498.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,3,sciplex3_24h_top2000,1145.0,162.0,893.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,4,sciplex3_24h_top2000,1766.0,434.0,0.0,1.0,0.9654377880184332,1.0,0.9953917050691244,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,4,sciplex3_24h_top2000,1463.0,737.0,0.0,1.0,0.9674355495251018,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,4,sciplex3_24h_top2000,1772.0,428.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,4,sciplex3_24h_top2000,1177.0,142.0,881.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,5,sciplex3_24h_top2000,1745.0,455.0,0.0,1.0,0.9714285714285714,1.0,0.9824175824175824,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,5,sciplex3_24h_top2000,1463.0,737.0,0.0,1.0,0.9674355495251018,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,5,sciplex3_24h_top2000,1809.0,391.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,5,sciplex3_24h_top2000,1203.0,131.0,866.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,6,sciplex3_24h_top2000,1779.0,421.0,0.0,1.0,0.9619952494061758,1.0,1.0,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,6,sciplex3_24h_top2000,1456.0,744.0,0.0,1.0,0.967741935483871,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,6,sciplex3_24h_top2000,1814.0,386.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,6,sciplex3_24h_top2000,1199.0,129.0,872.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,7,sciplex3_24h_top2000,1766.0,434.0,0.0,1.0,0.9631336405529954,1.0,0.9953917050691244,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,7,sciplex3_24h_top2000,1456.0,744.0,0.0,1.0,0.967741935483871,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,7,sciplex3_24h_top2000,1754.0,446.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,7,sciplex3_24h_top2000,1161.0,151.0,888.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,8,sciplex3_24h_top2000,1796.0,404.0,0.0,1.0,0.9554455445544554,1.0,0.9826732673267328,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,8,sciplex3_24h_top2000,1481.0,719.0,0.0,0.9944367176634216,0.96105702364395,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,8,sciplex3_24h_top2000,1781.0,419.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,8,sciplex3_24h_top2000,1196.0,134.0,870.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,9,sciplex3_24h_top2000,1793.0,407.0,0.0,1.0,0.9606879606879608,1.0,0.9901719901719902,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,9,sciplex3_24h_top2000,1463.0,737.0,0.0,1.0,0.9674355495251018,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,9,sciplex3_24h_top2000,1779.0,421.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,9,sciplex3_24h_top2000,1186.0,144.0,870.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,10,sciplex3_24h_top2000,1755.0,445.0,0.0,1.0,0.9797752808988764,1.0,1.0,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,10,sciplex3_24h_top2000,1481.0,719.0,0.0,0.9944367176634216,0.96105702364395,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,10,sciplex3_24h_top2000,1810.0,390.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,10,sciplex3_24h_top2000,1219.0,128.0,853.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,11,sciplex3_24h_top2000,1750.0,450.0,0.0,1.0,0.9777777777777776,1.0,0.9888888888888888,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,11,sciplex3_24h_top2000,1463.0,737.0,0.0,1.0,0.9674355495251018,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,11,sciplex3_24h_top2000,1788.0,412.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,11,sciplex3_24h_top2000,1190.0,139.0,871.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,12,sciplex3_24h_top2000,1760.0,440.0,0.0,1.0,0.9659090909090908,1.0,0.9931818181818182,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,12,sciplex3_24h_top2000,1481.0,719.0,0.0,0.9944367176634216,0.96105702364395,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,12,sciplex3_24h_top2000,1779.0,421.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,12,sciplex3_24h_top2000,1196.0,136.0,868.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,13,sciplex3_24h_top2000,1761.0,439.0,0.0,1.0,0.9703872437357632,1.0,0.9908883826879272,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,13,sciplex3_24h_top2000,1463.0,737.0,0.0,1.0,0.9674355495251018,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,13,sciplex3_24h_top2000,1760.0,440.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,13,sciplex3_24h_top2000,1170.0,147.0,883.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,14,sciplex3_24h_top2000,1743.0,457.0,0.0,1.0,0.9781181619256016,1.0,0.986870897155361,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,14,sciplex3_24h_top2000,1456.0,744.0,0.0,1.0,0.967741935483871,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,14,sciplex3_24h_top2000,1679.0,521.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,14,sciplex3_24h_top2000,1111.0,176.0,913.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,15,sciplex3_24h_top2000,1771.0,429.0,0.0,1.0,0.9603729603729604,1.0,0.986013986013986,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,15,sciplex3_24h_top2000,1481.0,719.0,0.0,0.9944367176634216,0.96105702364395,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,15,sciplex3_24h_top2000,1716.0,484.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,15,sciplex3_24h_top2000,1153.0,156.0,891.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,16,sciplex3_24h_top2000,1764.0,436.0,0.0,1.0,0.970183486238532,1.0,1.0,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,16,sciplex3_24h_top2000,1481.0,719.0,0.0,0.9944367176634216,0.96105702364395,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,16,sciplex3_24h_top2000,1786.0,414.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,16,sciplex3_24h_top2000,1204.0,137.0,859.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,17,sciplex3_24h_top2000,1759.0,441.0,0.0,1.0,0.9523809523809524,1.0,0.9863945578231292,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,17,sciplex3_24h_top2000,1481.0,719.0,0.0,0.9944367176634216,0.96105702364395,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,17,sciplex3_24h_top2000,1767.0,433.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,17,sciplex3_24h_top2000,1188.0,140.0,872.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,18,sciplex3_24h_top2000,1750.0,450.0,0.0,1.0,0.9622222222222222,1.0,0.9822222222222222,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,18,sciplex3_24h_top2000,1463.0,737.0,0.0,1.0,0.9674355495251018,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,18,sciplex3_24h_top2000,1692.0,508.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,18,sciplex3_24h_top2000,1127.0,172.0,901.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,19,sciplex3_24h_top2000,1750.0,450.0,0.0,1.0,0.9733333333333334,1.0,1.0,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,19,sciplex3_24h_top2000,1463.0,737.0,0.0,1.0,0.9674355495251018,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,19,sciplex3_24h_top2000,1761.0,439.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,19,sciplex3_24h_top2000,1169.0,145.0,886.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,20,sciplex3_24h_top2000,1750.0,450.0,0.0,1.0,0.9577777777777776,1.0,0.9888888888888888,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,20,sciplex3_24h_top2000,1463.0,737.0,0.0,1.0,0.9674355495251018,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,20,sciplex3_24h_top2000,1775.0,425.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,20,sciplex3_24h_top2000,1181.0,143.0,876.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,21,sciplex3_24h_top2000,1764.0,436.0,0.0,1.0,0.9724770642201837,1.0,0.9908256880733946,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,21,sciplex3_24h_top2000,1456.0,744.0,0.0,1.0,0.967741935483871,0.0,0.0,,,,,,,cell_heldout,,,,,,
