dataset,split_type,model_name,seeds,mean_train_records,mean_test_records,mean_all_gene_pearson,sd_all_gene_pearson,mean_de_gene_pearson,sd_de_gene_pearson,mean_all_gene_rmse,sd_all_gene_rmse,mean_de_gene_rmse,sd_de_gene_rmse,status,notes
openproblems_neurips2023,cell_heldout,cell_context_mean,100,408.66,136.34,0.1753132286667823,0.0395985527987136,0.290300605950691,0.0645414302874484,0.8889404344558716,0.1032883243522611,2.0467790845406473,0.1116125624284166,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,cell_heldout,drug_mean,100,408.66,136.34,0.31072294652462,0.0556227339398157,0.4925815322249772,0.0880020432129145,0.8919814002513885,0.0875918362650534,1.7857443523102616,0.1524418047662863,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,cell_heldout,global_mean,100,408.66,136.34,0.1753132286667823,0.0395985527987136,0.290300605950691,0.0645414302874484,0.8889404344558716,0.1032883243522611,2.0467790845406473,0.1116125624284166,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,cell_heldout,nearest_drug_any_cell,10,,,0.2265457316229811,0.0598997066723398,0.3871487521908996,0.1026268122041968,1.0849791409251133,0.1101554931246896,1.9565769540309987,0.1955397529573261,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,cell_heldout,nearest_drug_same_cell,10,,,0.2265457316229811,0.0598997066723398,0.3871487521908996,0.1026268122041968,1.0849791409251133,0.1101554931246896,1.9565769540309987,0.1955397529573261,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,cell_heldout,ridge_cell,100,408.66,136.34,0.1750308502583608,0.039421112372637,0.2901158121193278,0.0643957908349221,0.889043195529178,0.1032391079331161,2.0468248272397354,0.1115873893527271,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,cell_heldout,ridge_cell_drug_fp,100,408.66,136.34,0.3129642042247945,0.0564299990953699,0.4957637766986807,0.0886359486169822,0.8706652770422914,0.0904616850288867,1.79633509866114,0.1496587691858617,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,cell_heldout,ridge_drug_fp,100,408.66,136.34,0.3129773422089721,0.05642209442467,0.4957178429382896,0.0885965211155257,0.8707144724230282,0.0904256696841123,1.7963807255341866,0.1495985331888646,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,cell_heldout,svd50_ridge_cell,10,409.1,135.9,0.1864721769965223,0.0365266543687702,0.3103004166614175,0.0606752465682235,0.9474776058945024,0.096847271391009,2.1051666743424367,0.1108911505369183,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,cell_heldout,svd50_ridge_cell_drug_fp,10,409.1,135.9,0.3662180521233955,0.0589174985368654,0.5650410484765506,0.0920898596896644,0.8659845007937628,0.1158339799846133,1.861425675983702,0.1758849359863398,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,cell_heldout,svd50_ridge_drug_fp,10,409.1,135.9,0.3663328591788984,0.0590357387612671,0.5650695066356523,0.0921353637776521,0.8660111738264048,0.1158015064982006,1.8614322947765036,0.1758260879052781,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,cell_heldout,chemcpa_or_cpa,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,cell_heldout,prnet,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,cell_heldout,scfoundation_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,cell_heldout,scfoundation_frozen_ridge,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,cell_heldout,scgpt_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,cell_heldout,scgpt_frozen_ridge,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,joint_cell_scaffold_heldout,cell_context_mean,100,328.72,26.76,0.172344228029251,0.0480480463955929,0.2884419926006352,0.0792031284872231,0.9027420234680176,0.1341393443232048,2.0596256979753176,0.138151796520705,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,joint_cell_scaffold_heldout,drug_mean,100,328.72,26.76,0.172344228029251,0.0480480463955929,0.2884419926006352,0.0792031284872231,0.9027420234680176,0.1341393443232048,2.0596256979753176,0.138151796520705,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,joint_cell_scaffold_heldout,global_mean,100,328.72,26.76,0.172344228029251,0.0480480463955929,0.2884419926006352,0.0792031284872231,0.9027420234680176,0.1341393443232048,2.0596256979753176,0.138151796520705,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,joint_cell_scaffold_heldout,nearest_drug_any_cell,10,,,0.0707134916476409,0.0209164073609322,0.1307026819342079,0.0290076588188108,1.2760343117625208,0.131191231867108,2.2589277429063057,0.1401591772831481,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,joint_cell_scaffold_heldout,nearest_drug_same_cell,10,,,0.0707134916476409,0.0209164073609322,0.1307026819342079,0.0290076588188108,1.2760343117625208,0.131191231867108,2.2589277429063057,0.1401591772831481,completed,Imported from existing benchmark result CSV.
