dataset,split_type,model_name,seeds,mean_train_records,mean_test_records,mean_all_gene_pearson,sd_all_gene_pearson,mean_de_gene_pearson,sd_de_gene_pearson,mean_all_gene_rmse,sd_all_gene_rmse,mean_de_gene_rmse,sd_de_gene_rmse,status,notes
sciplex3_24h_top2000,cell_heldout,scfoundation_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,joint_cell_scaffold_heldout,scfoundation_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,random,scfoundation_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,scaffold_heldout,scfoundation_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
