split_type,seeds,mean_train_records,mean_test_records,mean_all_gene_pearson,sd_all_gene_pearson,median_all_gene_pearson,mean_all_gene_rmse,sd_all_gene_rmse,mean_top200_overlap,mean_top200_direction_agreement,dataset,model_name
cell_scaffold_heldout,10,1188.5,139.2,0.0012771569776389596,0.04883961175130351,0.0003135672216411003,0.58222730086963,0.06420830037847078,0.32589027915966984,0.49589808584081263,sciplex3_24h_top2000,prnet_adapted_sciplex3
random,10,1763.8,436.2,0.01648609072786443,0.009544693351311827,0.0141337321408975,0.2325451527087591,0.02546945719371819,0.14933757100973175,0.5340209024021406,sciplex3_24h_top2000,prnet_adapted_sciplex3
scaffold_heldout,10,1780.5,419.5,0.01444633410517206,0.008932944921116548,0.0131743296681632,0.22585303658848713,0.027360095892067747,0.1547469385192899,0.5365218360788562,sciplex3_24h_top2000,prnet_adapted_sciplex3
