dataset,model_name,contrast,n_seeds,mean_all_gene_pearson_difference,sd_all_gene_pearson_difference,status
sciplex3_24h_top2000,prnet_adapted_sciplex3,random_minus_scaffold_heldout,30,0.0024097450638560984,0.011022321565293312,completed
sciplex3_24h_top2000,prnet_adapted_sciplex3,random_minus_cell_scaffold_heldout,30,0.01683278823639127,0.03554511453501404,completed
sciplex3_24h_top2000,prnet_adapted_sciplex3,scaffold_heldout_minus_cell_scaffold_heldout,30,0.014423043172535167,0.03935242577262418,completed
