dataset,model_name,contrast,n_seeds,mean_all_gene_pearson_difference,sd_all_gene_pearson_difference,status
sciplex3_24h_top2000,prnet_adapted_sciplex3,random_minus_scaffold_heldout,10,0.0020397566226923606,0.008850233352821268,completed
sciplex3_24h_top2000,prnet_adapted_sciplex3,random_minus_cell_scaffold_heldout,10,0.015208933750225511,0.04629233473067469,completed
sciplex3_24h_top2000,prnet_adapted_sciplex3,scaffold_heldout_minus_cell_scaffold_heldout,10,0.013169177127533151,0.048473926475625505,completed
