dataset,model_name,contrast,n_seeds,mean_difference,sd_difference,median_difference,iqr_difference,ci_low,ci_high
sciplex3_24h_top2000,transigen_adapted_sciplex3,random_minus_scaffold_heldout,30,0.021066306789583565,0.022337302985839767,0.02443259284839945,0.03243638652071319,0.013062767457139851,0.028867895029625005
sciplex3_24h_top2000,transigen_adapted_sciplex3,random_minus_cell_scaffold_heldout,30,0.21591171478515708,0.022401137228639293,0.2146283629370227,0.02547608614361857,0.20827492145460413,0.2239397067186494
sciplex3_24h_top2000,transigen_adapted_sciplex3,scaffold_heldout_minus_cell_scaffold_heldout,30,0.1948454079955736,0.026079135199292686,0.18906691843831747,0.03518273096559349,0.18594300162850916,0.20433620186833415
