split_type,seeds,mean_train_records,mean_test_records,mean_all_gene_pearson,sd_all_gene_pearson,median_all_gene_pearson,mean_all_gene_rmse,sd_all_gene_rmse,mean_top200_overlap,mean_top200_direction_agreement,q1_all_gene_pearson,q3_all_gene_pearson,iqr_all_gene_pearson,dataset,model_name
cell_heldout,30,1468.8,731.2,-0.0015512851666782165,0.033873449752138345,-0.00277494062733455,0.5718389854530976,0.05835262212338108,0.32077979353690733,0.49609257730371764,-0.037669285588253304,0.03544724953627895,0.07311653512453226,sciplex3_24h_top2000,prnet_adapted_sciplex3
cell_scaffold_heldout,30,1183.6666666666667,141.93333333333334,0.0006453008400636993,0.03882893042582229,-0.0020418157051623497,0.5769484268229704,0.058415399034728144,0.32272778396214036,0.498034972607555,-0.02596347193528565,0.021930548695075748,0.0478940206303614,sciplex3_24h_top2000,prnet_adapted_sciplex3
random,30,1762.5333333333333,437.46666666666664,0.017478089076454924,0.011960327760773548,0.0153050384431106,0.23237989349786303,0.02589081583161261,0.15283480692738916,0.5350275026294236,0.008617975281529675,0.025902223775340124,0.01728424849381045,sciplex3_24h_top2000,prnet_adapted_sciplex3
scaffold_heldout,30,1772.9333333333334,427.06666666666666,0.015068344012598817,0.00822179809069455,0.014572007391780249,0.23269192369286557,0.025248243517932915,0.15137346853784814,0.5319845418644579,0.010331039029069799,0.021270013757020124,0.010938974727950326,sciplex3_24h_top2000,prnet_adapted_sciplex3
