dataset,model_name,seeds,random_mean_pearson,scaffold_mean_pearson,joint_mean_pearson,random_minus_scaffold,random_minus_joint,random_to_joint_spearman_after_prnet,status
sciplex3_24h_top2000,global_mean,30,0.16234862651552243,0.1604465745331974,0.07553336734748886,0.0019020519823250148,0.08681525916803357,0.14333333333333334,completed
sciplex3_24h_top2000,ridge_drug_fp,30,0.24311705585801877,0.12635848490560092,0.058222314194460355,0.11675857095241785,0.1848947416635584,0.14333333333333334,completed
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,30,0.2915578848941759,0.1885129824204365,0.059676572970595136,0.1030449024737394,0.23188131192358075,0.14333333333333334,completed
sciplex3_24h_top2000,transigen_adapted_sciplex3,30,0.23285213785274544,0.21178583106316187,0.016940423067588316,0.021066306789583572,0.21591171478515714,0.14333333333333334,completed
sciplex3_24h_top2000,prnet_adapted_sciplex3,30,0.017478089076454924,0.015068344012598817,0.0006453008400636993,0.0024097450638561075,0.016832788236391224,0.14333333333333334,completed
