dataset,seed,split_key,split_type,model_name,mean_all_gene_pearson,mean_all_gene_rmse,mean_top50_overlap,mean_top100_overlap,mean_top200_overlap,mean_top50_direction_agreement,mean_top100_direction_agreement,mean_top200_direction_agreement,n_train,n_val,n_test,runtime_seconds
sciplex3_24h_top2000,9,cell_scaffold_heldout,cell_scaffold_heldout,transigen_adapted_sciplex3,7.957559008997104e-05,0.1718619234665725,0.0905555555555555,0.1072916666666666,0.1395486111111111,0.4876388888888889,0.5027083333333333,0.5046180555555556,1186,119,144,0.0976932048797607
sciplex3_24h_top2000,10,random,random,transigen_adapted_sciplex3,0.2243285741362002,0.0806755218359224,0.1671460674157304,0.202,0.245876404494382,0.6640449438202247,0.6622471910112357,0.6550337078651686,1755,176,445,0.1393342018127441
sciplex3_24h_top2000,10,cell_heldout,cell_heldout,transigen_adapted_sciplex3,0.0121142029452821,0.1970255237465387,0.0476216968011126,0.0744506258692628,0.1203129346314325,0.4936022253129346,0.5014881780250348,0.5094853963838665,1481,148,719,0.1203830242156982
sciplex3_24h_top2000,10,scaffold_heldout,scaffold_heldout,transigen_adapted_sciplex3,0.1765879757232479,0.076257663132332,0.1391794871794872,0.1667692307692307,0.2181410256410256,0.6211282051282051,0.6198461538461538,0.6138717948717949,1810,181,390,0.1408419609069824
sciplex3_24h_top2000,10,cell_scaffold_heldout,cell_scaffold_heldout,transigen_adapted_sciplex3,0.0145273686562626,0.2527015318243623,0.04625,0.0696875,0.1111328125,0.4971875,0.51046875,0.514609375,1219,122,128,0.1051158905029296
sciplex3_24h_top2000,11,random,random,transigen_adapted_sciplex3,0.220011791538073,0.0790720872142193,0.1664,0.1906,0.2372444444444444,0.6681777777777778,0.6641555555555556,0.6541666666666667,1750,175,450,0.1487910747528076
sciplex3_24h_top2000,11,cell_heldout,cell_heldout,transigen_adapted_sciplex3,0.0618891759737006,0.4371366049071484,0.0724016282225237,0.1062822252374491,0.1456580732700136,0.5576390773405699,0.5410447761194029,0.5348710990502036,1463,146,737,0.1285781860351562
sciplex3_24h_top2000,11,scaffold_heldout,scaffold_heldout,transigen_adapted_sciplex3,0.2213985557160569,0.0915833626524607,0.1704854368932039,0.1936407766990291,0.2417111650485437,0.6669902912621358,0.6605582524271844,0.6506432038834952,1788,179,412,0.1420280933380127
sciplex3_24h_top2000,11,cell_scaffold_heldout,cell_scaffold_heldout,transigen_adapted_sciplex3,0.0434014828173028,0.4397849137686709,0.0553956834532374,0.0861870503597122,0.1382014388489208,0.5562589928057553,0.5375539568345323,0.530323741007194,1190,119,139,0.0960211753845214
sciplex3_24h_top2000,12,random,random,transigen_adapted_sciplex3,0.2342105378783463,0.0814520044698892,0.1775454545454545,0.2030909090909091,0.2463295454545454,0.6705454545454546,0.6689545454545454,0.6597727272727273,1760,176,440,0.1404228210449218
sciplex3_24h_top2000,12,cell_heldout,cell_heldout,transigen_adapted_sciplex3,-0.0036848036532938,0.3547573914767937,0.0389151599443671,0.0657162726008344,0.121557719054242,0.4914603616133519,0.4861891515994437,0.4988525730180806,1481,148,719,0.1190972328186035
sciplex3_24h_top2000,12,scaffold_heldout,scaffold_heldout,transigen_adapted_sciplex3,0.1842922707616373,0.0719471202886877,0.1443705463182898,0.1746318289786223,0.2220071258907363,0.632541567695962,0.6278859857482185,0.6216627078384798,1779,178,421,0.1421890258789062
sciplex3_24h_top2000,12,cell_scaffold_heldout,cell_scaffold_heldout,transigen_adapted_sciplex3,0.008892210318182,0.2643809134927333,0.04,0.06125,0.1005882352941176,0.4942647058823529,0.5054411764705882,0.5008088235294118,1196,120,136,0.0968570709228515
sciplex3_24h_top2000,13,random,random,transigen_adapted_sciplex3,0.2214212004663764,0.0796625508945654,0.1631890660592255,0.188883826879271,0.2337357630979498,0.662141230068337,0.660113895216401,0.6532118451025056,1761,176,439,0.1402151584625244
sciplex3_24h_top2000,13,cell_heldout,cell_heldout,transigen_adapted_sciplex3,0.0381404984812814,0.5021197070298058,0.094056987788331,0.1148710990502035,0.1464789687924016,0.5411126187245591,0.5288738127544097,0.5337720488466757,1463,146,737,0.1234056949615478
sciplex3_24h_top2000,13,scaffold_heldout,scaffold_heldout,transigen_adapted_sciplex3,0.1906852231502615,0.0814792907888567,0.156,0.1856363636363636,0.229090909090909,0.6406363636363637,0.631,0.6226363636363638,1760,176,440,0.1506130695343017
sciplex3_24h_top2000,13,cell_scaffold_heldout,cell_scaffold_heldout,transigen_adapted_sciplex3,0.0332520326902998,0.6428594757401521,0.0636734693877551,0.1093197278911564,0.1360884353741496,0.5302040816326531,0.5380952380952381,0.5326530612244897,1170,117,147,0.1018459796905517
sciplex3_24h_top2000,14,random,random,transigen_adapted_sciplex3,0.2349788334879093,0.0797929854960387,0.1684901531728665,0.1952954048140043,0.242199124726477,0.6810065645514224,0.6728884026258205,0.6635339168490153,1743,174,457,0.1449639797210693
sciplex3_24h_top2000,14,cell_heldout,cell_heldout,transigen_adapted_sciplex3,0.0397515008005285,1.331044043070724,0.0722311827956989,0.0845698924731182,0.128380376344086,0.5157795698924731,0.5119354838709678,0.5144690860215053,1456,146,744,0.1200711727142334
sciplex3_24h_top2000,14,scaffold_heldout,scaffold_heldout,transigen_adapted_sciplex3,0.2076095612134967,0.0810450940411324,0.1642226487523992,0.192725527831094,0.2392706333973128,0.6473320537428023,0.6438579654510557,0.6360076775431862,1679,168,521,0.1309928894042968
