dataset,model_name,split_key,seeds,mean_pearson,sd_pearson,median_pearson,iqr_pearson,mean_rmse,sd_rmse,median_rmse,iqr_rmse,mean_top50_overlap,mean_top100_overlap,mean_top200_overlap
sciplex3_24h_top2000,transigen_adapted_sciplex3,cell_heldout,30,0.027016904363025653,0.02097478794526606,0.0278910816388961,0.02885529807049235,0.6630133794704026,0.6021700799429722,0.4263111432694507,0.41532576140711286,0.0725373384052834,0.09510045828651924,0.1376890345216491
sciplex3_24h_top2000,transigen_adapted_sciplex3,cell_scaffold_heldout,30,0.016940423067588316,0.016974637302194687,0.01813867125501405,0.02126179605145165,0.5808208272389532,0.43620836043345107,0.4099763919980811,0.2930608823978709,0.06908195453448943,0.09157694225671403,0.13288458868259517
sciplex3_24h_top2000,transigen_adapted_sciplex3,random,30,0.23285213785274544,0.01282832331023031,0.23463737280577984,0.02147790820378337,0.08037529412444748,0.0021365561531514017,0.0802763799876663,0.0032312192431485226,0.17154362929046038,0.19973269382052267,0.2465281035968688
sciplex3_24h_top2000,transigen_adapted_sciplex3,scaffold_heldout,30,0.21178583106316187,0.019825706649422258,0.2099444586944512,0.026571369433291914,0.08351160699059236,0.006321548613315614,0.08213575855792145,0.0064999495978635136,0.16732002900686624,0.19392887409202716,0.23945908055903337
