split_type,seeds,mean_all_gene_pearson,sd_all_gene_pearson,mean_all_gene_rmse,sd_all_gene_rmse,mean_top50_overlap,mean_top100_overlap,mean_top200_overlap,mean_top50_direction_agreement,mean_top100_direction_agreement,mean_top200_direction_agreement
cell_scaffold_heldout,3,-0.00016788330041989994,0.008407325770379476,0.3419978032787707,0.14122883260693211,0.054962736139464,0.08408235718220407,0.13431140841191144,0.5012229431969152,0.4990548345808625,0.5003400023492434
random,3,0.1708451597849758,0.0084460290637582,0.08255523655684953,0.002419700482068344,0.12828020310295762,0.1571597510395507,0.20517091771175233,0.6263378322428633,0.6250246478378906,0.6162837065542495
scaffold_heldout,3,0.19280557351951277,0.026043836311833497,0.09269856894442674,0.012058634728024391,0.1462446764725157,0.1741284852134025,0.22115479248364442,0.6368935453413206,0.6385605377413176,0.6323469548326246
