split,seeds,mean_test_records,mean_annotated_fraction,mean_same_moa_all,sd_same_moa_all,mean_same_moa_annotated,sd_same_moa_annotated
split_cell_heldout,100,136.34,1.0,1.0,0.0,1.0,0.0
split_cell_scaffold_heldout,100,26.76,1.0,0.42681936125676756,0.09108202480754315,0.42681936125676756,0.09108202480754315
split_random,100,108.41,1.0,0.9956590884260449,0.011626069124854106,0.9956590884260449,0.011626069124854106
split_scaffold_heldout,100,106.7,1.0,0.42654327088455996,0.09178030862985494,0.42654327088455996,0.09178030862985494
