split,baseline,n_train,n_test,layer,mask_layer,min_de_genes,alpha,n_bits,mean_rowwise_pearson,median_rowwise_pearson,mean_rmse,median_rmse,mean_de_rowwise_pearson,median_de_rowwise_pearson,mean_de_rmse,median_de_rmse,n_de_evaluable,seed
split_cell_heldout,ridge_cell_drug_fp,412,133,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2717537705509595,0.2345194385525146,1.030141791381479,0.9273715790067965,0.4281397878356071,0.4330306470037617,2.0590435595651506,2.01050593835257,133,3
split_scaffold_heldout,ridge_cell,443,102,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3631119737956708,0.3402065197912171,0.9042128893593626,0.7396663403196522,0.5470730985726233,0.5759602223923537,1.9995580187016615,1.8592610598519872,102,3
split_scaffold_heldout,ridge_drug_fp,443,102,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1614899106800916,0.1395572714035015,0.9854191233228043,0.8379013349397412,0.2896002917669535,0.2930729317294923,2.102574047748619,1.9783398704931567,102,3
split_scaffold_heldout,ridge_cell_drug_fp,443,102,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2402336574156277,0.2146590388834103,0.9641946302083912,0.8215210572991066,0.4168919974570748,0.4364124825722273,2.0245348663909017,1.8937801799094005,102,3
split_cell_scaffold_heldout,ridge_cell,334,24,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1655233274819333,0.1665830717903271,1.223760188188271,1.057474780479536,0.27202368789783,0.2978028548388954,2.3746922804913204,2.3564768393517825,24,3
split_cell_scaffold_heldout,ridge_drug_fp,334,24,clipped_sign_log10_pval,is_de,10,10.0,1024,0.0840364487609452,0.0851117101365733,1.271477271615148,1.103253088429915,0.1548758351559977,0.1832386664932407,2.3970004256899577,2.379932222412682,24,3
split_cell_scaffold_heldout,ridge_cell_drug_fp,334,24,clipped_sign_log10_pval,is_de,10,10.0,1024,0.0841368471516302,0.0847382087343437,1.2713819217058755,1.102974119817837,0.1550555353259586,0.1833028900096711,2.39697691650435,2.3801566505871423,24,3
split_random,ridge_cell,449,96,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2967778290514319,0.2774592957855908,0.8976003145801362,0.7249423185382875,0.45565007387244,0.4911546997211529,1.9893090617876896,1.8561336751776984,96,4
split_random,ridge_drug_fp,449,96,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3058736395955315,0.2556382220601492,0.9121215298973748,0.7999173826602486,0.4832666338602133,0.4749371710531762,1.8495583419104449,1.781928953419155,96,4
split_random,ridge_cell_drug_fp,449,96,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3719118091479759,0.3368781026181373,0.8814532955280642,0.7714534981076335,0.5776518084709651,0.6000500318089873,1.750158931035644,1.6924386109902634,96,4
split_cell_heldout,ridge_cell,407,138,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2163956838250756,0.2323151386689206,0.8800375759512316,0.7089417259171842,0.3612897458332529,0.4170409523256637,2.0220114738937656,1.876688617623994,138,4
split_cell_heldout,ridge_drug_fp,407,138,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3876013679763427,0.374682520284088,0.8108727635003429,0.7068385251745722,0.6162352454483414,0.6684353738887525,1.685961489929103,1.616060196326547,138,4
split_cell_heldout,ridge_cell_drug_fp,407,138,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3875550137047615,0.3747634646283374,0.8108472575583665,0.70681326094673,0.6163092799340514,0.6683918226459507,1.685880663934506,1.616198236245058,138,4
split_scaffold_heldout,ridge_cell,435,110,clipped_sign_log10_pval,is_de,10,10.0,1024,0.233233671165298,0.2163872146328259,0.818633174177844,0.6813257993635966,0.3743241715721913,0.4196503676174673,1.93560100913354,1.8098970766407405,110,4
split_scaffold_heldout,ridge_drug_fp,435,110,clipped_sign_log10_pval,is_de,10,10.0,1024,0.121347460520153,0.1036270180427896,0.8900799068692433,0.7742869328269371,0.220013495357913,0.2128916307125651,1.999971697957995,1.888738986885886,110,4
split_scaffold_heldout,ridge_cell_drug_fp,435,110,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1763959888469071,0.1609787128486413,0.8848742022771005,0.757275514545747,0.3099303528774015,0.3315123144002825,1.948477574889321,1.8382851115241288,110,4
split_cell_scaffold_heldout,ridge_cell,325,28,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1498808248663783,0.1600923238562857,0.7971277632374215,0.634952701344093,0.2680850890001663,0.3343783134128697,1.9802935294044104,1.902213401549914,28,4
split_cell_scaffold_heldout,ridge_drug_fp,325,28,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1077772269236375,0.1262033184723211,0.8602401634092608,0.7502768414999439,0.2059083676800489,0.3107487382898564,1.9906987710416524,1.8667272931792724,28,4
split_cell_scaffold_heldout,ridge_cell_drug_fp,325,28,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1076908680706367,0.1269989332161085,0.8604382358524783,0.7493831276377412,0.2058903697361345,0.3123485136573675,1.991364117577192,1.8708771357627103,28,4
split_random,ridge_cell,431,114,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3045634104253628,0.3241039398979988,0.8620700950717025,0.6927671712146763,0.4782348556977661,0.5465157255852384,1.94738228193726,1.8087993024189013,114,5
split_random,ridge_drug_fp,431,114,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2848458930570014,0.2536445528527045,0.8971856082996148,0.8023092055883594,0.4696308338363588,0.4748585732025158,1.8451602095018351,1.7877343347240655,114,5
split_random,ridge_cell_drug_fp,431,114,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3508065036512852,0.3267961477327751,0.8691866502246706,0.771266509672145,0.5642936033289062,0.5840494988171866,1.7437071038246803,1.7073831013931846,114,5
split_cell_heldout,ridge_cell,408,137,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2061044002397304,0.2152474619208081,0.8384061768779849,0.724141441505578,0.3349584203487482,0.4149217893942565,2.0060198855969165,1.893893096278084,137,5
split_cell_heldout,ridge_drug_fp,408,137,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3275242178591489,0.2894346437086365,0.81883857829694,0.7500391461199596,0.511079176747291,0.5325175183754769,1.7348267692895925,1.7269080769554064,137,5
split_cell_heldout,ridge_cell_drug_fp,408,137,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3276210003342879,0.2893383890829615,0.8186562612332933,0.7500496456508586,0.5112124466872137,0.532501337449408,1.734628657365518,1.726927821885329,137,5
split_scaffold_heldout,ridge_cell,433,112,clipped_sign_log10_pval,is_de,10,10.0,1024,0.287001296566059,0.2807177775558795,0.8335269430986492,0.6898966585771288,0.4409514312408226,0.4948854165809866,1.924274240802942,1.799836338599944,112,5
split_scaffold_heldout,ridge_drug_fp,433,112,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1613496286464583,0.1357156014615657,0.9048777698969596,0.7906305042374968,0.2813901484853621,0.3054425649268864,1.9960181582180536,1.8669786198637603,112,5
split_scaffold_heldout,ridge_cell_drug_fp,433,112,clipped_sign_log10_pval,is_de,10,10.0,1024,0.229587722183528,0.2077927033448744,0.8895454877820447,0.7941771509441469,0.3834757099745847,0.4159629546451096,1.9260796417285424,1.8313238701892507,112,5
split_cell_scaffold_heldout,ridge_cell,324,28,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1792790567607598,0.1677880578279255,0.8203382475804767,0.7193822056077729,0.2914756573059767,0.3398427580794284,2.00521258953217,1.9214637495659703,28,5
split_cell_scaffold_heldout,ridge_drug_fp,324,28,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1210913455118832,0.0960191213267823,0.8902786162082464,0.8182831103288144,0.2195782240995711,0.2225217384796196,2.019195311968402,1.9147673744172304,28,5
split_cell_scaffold_heldout,ridge_cell_drug_fp,324,28,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1208157228334698,0.0960793408049203,0.8903096360836572,0.8187493820744796,0.2191853770834418,0.224661413004817,2.019531146585824,1.914267749483253,28,5
split_random,ridge_cell,443,102,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3181252546407722,0.3354298320295524,0.8785728781823477,0.7057262696846027,0.4858219607367065,0.5700830671569684,1.9626369526046743,1.8192540467459215,102,6
split_random,ridge_drug_fp,443,102,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3160317233900556,0.2740442196305199,0.9043843405069606,0.800671506000117,0.487221301378945,0.507332428837816,1.80661326645875,1.7768785598631354,102,6
split_random,ridge_cell_drug_fp,443,102,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3806430169888697,0.3622059594041862,0.8680614647373338,0.7724029939823325,0.5803963416510722,0.6042791339568463,1.7112364202519037,1.6779839801541026,102,6
split_cell_heldout,ridge_cell,407,138,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2163956838250756,0.2323151386689206,0.8800375759512316,0.7089417259171842,0.3612897458332529,0.4170409523256637,2.0220114738937656,1.876688617623994,138,6
split_cell_heldout,ridge_drug_fp,407,138,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3876013679763427,0.374682520284088,0.8108727635003429,0.7068385251745722,0.6162352454483414,0.6684353738887525,1.685961489929103,1.616060196326547,138,6
split_cell_heldout,ridge_cell_drug_fp,407,138,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3875550137047615,0.3747634646283374,0.8108472575583665,0.70681326094673,0.6163092799340514,0.6683918226459507,1.685880663934506,1.616198236245058,138,6
split_scaffold_heldout,ridge_cell,438,107,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2722489406642003,0.2560588922475745,0.8212918811975697,0.7052649708048246,0.4420148457628601,0.4832658473004603,1.899110465140714,1.7918846637281165,107,6
split_scaffold_heldout,ridge_drug_fp,438,107,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1354433303902857,0.1107004688809577,0.8899722970349546,0.7741583149535811,0.2426764439479902,0.2445871918558188,1.9712459908046032,1.876020554536615,107,6
split_scaffold_heldout,ridge_cell_drug_fp,438,107,clipped_sign_log10_pval,is_de,10,10.0,1024,0.205225155664379,0.192950152347504,0.8774841768508405,0.7666608834123959,0.3603739982962676,0.392418177878301,1.9009350120566435,1.8079625482293036,107,6
split_cell_scaffold_heldout,ridge_cell,327,27,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1827094969082522,0.1795659963704084,0.8349844446149673,0.6497579344524772,0.336799328055471,0.3845418534944905,1.9641155412767353,1.8501594728087305,27,6
split_cell_scaffold_heldout,ridge_drug_fp,327,27,clipped_sign_log10_pval,is_de,10,10.0,1024,0.115670007251785,0.0897274425848533,0.8955139803070331,0.7479899319394067,0.2233414727313224,0.2519238096248968,1.9645457391609031,1.920904738469848,27,6
split_cell_scaffold_heldout,ridge_cell_drug_fp,327,27,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1156594407717056,0.0883863598516871,0.8956672995638972,0.7491656780685827,0.2233720570594518,0.2475426383484028,1.9648786633738011,1.921323613857198,27,6
split_random,ridge_cell,438,107,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3291632914836826,0.3373025834364414,0.9021816792166628,0.7597300050197074,0.4839043024983113,0.5539807620723709,1.999732957678258,1.878752245989506,107,7
split_random,ridge_drug_fp,438,107,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3370504505226234,0.3054681914436799,0.9363112428896174,0.8368761423252916,0.5270374170819694,0.5469373175324785,1.8012336430699765,1.7531793994982126,107,7
split_random,ridge_cell_drug_fp,438,107,clipped_sign_log10_pval,is_de,10,10.0,1024,0.4017406197453,0.3700886118397473,0.8989739048219847,0.8002864842990949,0.6130806735678138,0.6325795549277893,1.7026439993707632,1.6771080443883155,107,7
split_cell_heldout,ridge_cell,412,133,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1441880136311693,0.1476575698309688,1.0590372971280138,0.9210488936521272,0.240419772005087,0.2633628563115021,2.233886346516339,2.1605509413260817,133,7
split_cell_heldout,ridge_drug_fp,412,133,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2717838429649446,0.234657048278778,1.030128421964262,0.9273712208331332,0.4281698499111094,0.4330100894629305,2.0589796750335836,2.0103413310226137,133,7
split_cell_heldout,ridge_cell_drug_fp,412,133,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2717537705509595,0.2345194385525146,1.030141791381479,0.9273715790067965,0.4281397878356071,0.4330306470037617,2.0590435595651506,2.01050593835257,133,7
split_scaffold_heldout,ridge_cell,440,105,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3174911120136503,0.3040621034758602,0.8739124159843396,0.6910858551366689,0.493332052893207,0.5108942173068196,1.9512810424968203,1.8002869186098498,105,7
split_scaffold_heldout,ridge_drug_fp,440,105,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1820152540086738,0.1609830108107146,0.9303684653180804,0.7624276086673291,0.3080600531733195,0.3298021289594388,2.018346911048282,1.8749800532385184,105,7
split_scaffold_heldout,ridge_cell_drug_fp,440,105,clipped_sign_log10_pval,is_de,10,10.0,1024,0.253363906568412,0.2346369564875775,0.9112390000074388,0.7600055788691388,0.4198670992103467,0.4482882555205731,1.940462589412894,1.796481115618717,105,7
split_cell_scaffold_heldout,ridge_cell,333,26,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1419558581778751,0.1778105479962866,1.165993434546596,1.0085932090895513,0.2239659069184753,0.2604698647049508,2.3131031669788857,2.298317776547508,26,7
split_cell_scaffold_heldout,ridge_drug_fp,333,26,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1017349198960832,0.0761528024950882,1.20014969124649,1.066023579417052,0.1643195889254127,0.1479631525938792,2.321417953749799,2.3324119423945726,26,7
split_cell_scaffold_heldout,ridge_cell_drug_fp,333,26,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1017349198960833,0.0761528024950884,1.20014969124649,1.066023579417052,0.1643195889254127,0.1479631525938792,2.321417953749799,2.332411942394573,26,7
split_random,ridge_cell,442,103,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2989648096896047,0.2940308016276176,0.8729791356142578,0.7073348743982156,0.4546798322458917,0.5083947432566767,1.9596010577427203,1.81089530392767,103,8
split_random,ridge_drug_fp,442,103,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3154393475468811,0.293701203624607,0.88537124456645,0.7891897461717103,0.4817069044195194,0.5247247418716149,1.793512594467899,1.7382075621563564,103,8
split_random,ridge_cell_drug_fp,442,103,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3769522699237215,0.3508973391465228,0.8573516226422493,0.7693008536964421,0.5709697168784036,0.5905382071877394,1.697245368041407,1.6619094906173482,103,8
split_cell_heldout,ridge_cell,412,133,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1441880136311693,0.1476575698309688,1.0590372971280138,0.9210488936521272,0.240419772005087,0.2633628563115021,2.233886346516339,2.1605509413260817,133,8
split_cell_heldout,ridge_drug_fp,412,133,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2717838429649446,0.234657048278778,1.030128421964262,0.9273712208331332,0.4281698499111094,0.4330100894629305,2.0589796750335836,2.0103413310226137,133,8
split_cell_heldout,ridge_cell_drug_fp,412,133,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2717537705509595,0.2345194385525146,1.030141791381479,0.9273715790067965,0.4281397878356071,0.4330306470037617,2.0590435595651506,2.01050593835257,133,8
split_scaffold_heldout,ridge_cell,429,116,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3072457096420907,0.2990964479054497,0.8934900822905336,0.7004358098231023,0.4819071552743899,0.4956587801975903,1.9654795021061544,1.7996474493522487,116,8
split_scaffold_heldout,ridge_drug_fp,429,116,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1615652341922638,0.1641296092897366,0.9587092636978788,0.7796648877032699,0.2685706777487024,0.3099227685944065,2.051666910815784,1.9062493434250924,116,8
split_scaffold_heldout,ridge_cell_drug_fp,429,116,clipped_sign_log10_pval,is_de,10,10.0,1024,0.236931322328869,0.2360895458486234,0.9397025737845977,0.76517252658407,0.388662093909506,0.4039966828528297,1.974209736150677,1.8376513327021655,116,8
split_cell_scaffold_heldout,ridge_cell,325,29,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1376110648843536,0.1594047540010368,1.15449231475644,0.978175641358874,0.2362550802259348,0.2885042917019831,2.304673490091123,2.2396757382021395,29,8
split_cell_scaffold_heldout,ridge_drug_fp,325,29,clipped_sign_log10_pval,is_de,10,10.0,1024,0.0821376727851576,0.1053752132419152,1.2004422980814184,1.037616736268296,0.1351028224160561,0.1939203111020443,2.3303719171000696,2.225951696673113,29,8
split_cell_scaffold_heldout,ridge_cell_drug_fp,325,29,clipped_sign_log10_pval,is_de,10,10.0,1024,0.082221572431225,0.1070930288903757,1.2003054194566372,1.035397493274883,0.1352570518593971,0.1946928172023193,2.330321887434637,2.2251867136134273,29,8
split_random,ridge_cell,440,105,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2898740896236356,0.2736653653397534,0.8465858039796106,0.7170275332756325,0.4697144704454951,0.4752074311055335,1.934289753005294,1.8231545538151137,105,9
split_random,ridge_drug_fp,440,105,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2870021739190523,0.2443648826659046,0.8888876329980158,0.8187592702750819,0.46390295571321,0.4578152860795494,1.8080411516629968,1.7439239749535966,105,9
split_random,ridge_cell_drug_fp,440,105,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3522931218477242,0.3293268317175618,0.8582523846014021,0.7828006080534486,0.5614556826533058,0.5498838769971103,1.7060261661522385,1.65476398130174,105,9
split_cell_heldout,ridge_cell,407,138,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2163956838250756,0.2323151386689206,0.8800375759512316,0.7089417259171842,0.3612897458332529,0.4170409523256637,2.0220114738937656,1.876688617623994,138,9
split_cell_heldout,ridge_drug_fp,407,138,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3876013679763427,0.374682520284088,0.8108727635003429,0.7068385251745722,0.6162352454483414,0.6684353738887525,1.685961489929103,1.616060196326547,138,9
split_cell_heldout,ridge_cell_drug_fp,407,138,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3875550137047615,0.3747634646283374,0.8108472575583665,0.70681326094673,0.6163092799340514,0.6683918226459507,1.685880663934506,1.616198236245058,138,9
split_scaffold_heldout,ridge_cell,433,112,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2861051129733902,0.3099773751571124,0.8582611512187379,0.7194925546257747,0.4554543932910903,0.5194208519764725,1.952222427855761,1.8251491553225845,112,9
split_scaffold_heldout,ridge_drug_fp,433,112,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1692166342381846,0.1689862460438942,0.9195960812595086,0.8107948924100372,0.2950965291578394,0.3418362012353002,2.0205433735131595,1.9304666110842028,112,9
split_scaffold_heldout,ridge_cell_drug_fp,433,112,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2374457754129944,0.2216737533664721,0.9033603777599029,0.8048146854476077,0.4031696252111962,0.4334378348832386,1.9466414515870931,1.8607248811468635,112,9
split_cell_scaffold_heldout,ridge_cell,323,28,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1969055574186154,0.218575017175873,0.8583750690886439,0.760061149437192,0.3671184696239718,0.3863189304400083,2.0055519878607377,1.868655563320367,28,9
split_cell_scaffold_heldout,ridge_drug_fp,323,28,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1499360040701981,0.1501427926094977,0.909109507242972,0.7800585061834373,0.2806994231896597,0.388939598019962,2.007994042784156,1.9397391645644833,28,9
split_cell_scaffold_heldout,ridge_cell_drug_fp,323,28,clipped_sign_log10_pval,is_de,10,10.0,1024,0.1501107471590684,0.1503142322416021,0.909412985683228,0.7792311065668261,0.2808130628070574,0.3888197785208658,2.008020842506334,1.9383154288535096,28,9
split_random,ridge_cell,434,111,clipped_sign_log10_pval,is_de,10,10.0,1024,0.2895836265061635,0.2784429619532256,0.9152334924379386,0.7354676275792944,0.441536529212975,0.491823764537133,2.0146462486560224,1.880839194351826,111,10
split_random,ridge_drug_fp,434,111,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3009669660102861,0.2660061116340911,0.946956510268045,0.8483458181801269,0.4750963377911383,0.4765561266352527,1.867778084367442,1.7674429471310589,111,10
split_random,ridge_cell_drug_fp,434,111,clipped_sign_log10_pval,is_de,10,10.0,1024,0.3626366806308154,0.3322809122282819,0.9132908335917044,0.814412638175937,0.561687892849193,0.5683896314748806,1.7744832255819674,1.6914653214106057,111,10
