dataset,model,model_label,split,seed,n_records,n_gene_sets,mean_pathway_pearson,sd_pathway_pearson,median_pathway_pearson,iqr_pathway_pearson,mean_pathway_rmse,median_pathway_rmse,status,notes
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,random,1,433,39,0.30119593223409885,0.29849384654780337,0.29745043132967625,0.4371756743236136,0.030322841179404984,0.024269209681844834,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,random,1,433,39,0.23439686821872907,0.3093558640821781,0.23330497639346517,0.4354744845499488,0.02899607805257048,0.02234386226265395,completed,Loaded completed prediction vectors from transigen_seed001_random.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,random,1,433,39,0.09844055406958312,0.2070367352226079,0.09364468489841206,0.2732873957935785,0.05226642812749073,0.04884697766286567,completed,Loaded completed prediction vectors from prnet_main30_seed001_random.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,scaffold_heldout,1,434,39,0.1592973599424578,0.2840529887054495,0.15411029422317138,0.4188264917237377,0.030847825116844668,0.022282797186164723,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,scaffold_heldout,1,434,39,0.0890078225040706,0.3134425839880362,0.06540313104260924,0.462365548519304,0.03396546078147967,0.02676032239219167,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,scaffold_heldout,1,434,39,0.14390585128724995,0.3177140291244279,0.1604112045607612,0.4461709049797373,0.03424328098721596,0.0278778171505941,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,scaffold_heldout,1,434,39,0.19899577355673292,0.3077537925161201,0.1831149474743447,0.45126889411550364,0.031401247248368985,0.023863292911393358,completed,Loaded completed prediction vectors from transigen_seed001_scaffold_heldout.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,scaffold_heldout,1,434,39,0.05080143659314625,0.19064914946383368,0.04605686283482259,0.27828675457842567,0.06343591702730618,0.06291326837701121,completed,Loaded completed prediction vectors from prnet_main30_seed001_scaffold_heldout.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,cell_scaffold_heldout,1,144,39,0.09353279218466706,0.284967605485918,0.08599040304795366,0.3847870931063928,0.03547060380839217,0.026772921351944645,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,cell_scaffold_heldout,1,144,39,0.029077161146669434,0.25806179289152426,0.033263270044261856,0.3723838325983245,0.03934496633319846,0.030257932340758936,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,cell_scaffold_heldout,1,144,39,0.030031067247206698,0.27981795425898426,0.018598754959307566,0.4117080827621043,0.03993513584391864,0.03166662277416907,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,cell_scaffold_heldout,1,144,39,0.051761034723554006,0.2379828345118992,0.05733827159375768,0.3816161173262015,0.1259797814463739,0.12177390154379948,completed,Loaded completed prediction vectors from transigen_seed001_cell_scaffold_heldout.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,cell_scaffold_heldout,1,144,39,0.05108933411951566,0.2672490426216667,0.07608086265866681,0.37744572213660343,0.516376866466316,0.5132374332025345,completed,Loaded completed prediction vectors from prnet_main30_seed001_cell_scaffold_heldout.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,random,2,458,39,0.2028848017081008,0.2820595852872048,0.20361650014648833,0.41323787865897205,0.03404842881939628,0.022282973984200607,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,random,2,458,39,0.31111386491209414,0.2840609682345192,0.31031629827192436,0.4126183155160916,0.03262364378406664,0.021825201751967945,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,random,2,458,39,0.3381806938811205,0.2872135983884883,0.3646621549693977,0.44653603166851763,0.032428104992930355,0.02334866575026737,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,random,2,458,39,0.25286058602795963,0.30514052338035275,0.24170850994667797,0.43481643264881575,0.03168011639416998,0.022144864944197047,completed,Loaded completed prediction vectors from transigen_seed002_random.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,random,2,458,39,0.02617460041877598,0.22373070596047417,0.006605561984942514,0.3146190757993569,0.06481733112452939,0.06460389580214546,completed,Loaded completed prediction vectors from prnet_main30_seed002_random.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,scaffold_heldout,2,382,39,0.2560609587960794,0.27796934244043325,0.27253324075114876,0.3967656938212344,0.045072011116061274,0.028204835425625567,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,scaffold_heldout,2,382,39,0.18558807342240555,0.30955205577262407,0.1719206131968553,0.46853264494043556,0.04603792033997771,0.03289163559979294,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,scaffold_heldout,2,382,39,0.24383731330567693,0.31181082828203355,0.24336364116242443,0.4704285149183976,0.045437797241675126,0.03282363113891578,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,scaffold_heldout,2,382,39,0.30706031490981717,0.292604143394624,0.3162852082824075,0.4085602166334412,0.04432344977427888,0.030397732087071118,completed,Loaded completed prediction vectors from transigen_seed002_scaffold_heldout.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,scaffold_heldout,2,382,39,0.007194374743573668,0.16985587431319055,0.016841569015491435,0.24602592726115852,0.07146641465599608,0.06542243503504415,completed,Loaded completed prediction vectors from prnet_main30_seed002_scaffold_heldout.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,cell_scaffold_heldout,2,127,39,0.09744263328757244,0.23989378510588028,0.10763898343493782,0.3462050206278959,0.03574020250071271,0.02428786147384666,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,cell_scaffold_heldout,2,127,39,0.020922864215775074,0.25000927987324656,0.023932847355601635,0.4015552140302957,0.03883751171751565,0.03147792512100499,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,cell_scaffold_heldout,2,127,39,0.01584631005851647,0.25088491722665657,0.028372444035784993,0.4261290297545891,0.039121896241665316,0.03250552614953125,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,cell_scaffold_heldout,2,127,39,-0.017674713507406126,0.15431820708507837,-0.0350316602387275,0.22079701997350748,0.054245298631316,0.04757940880803719,completed,Loaded completed prediction vectors from transigen_seed002_cell_scaffold_heldout.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,cell_scaffold_heldout,2,127,39,0.1404028908867635,0.2772701610622319,0.16117867152749205,0.32150734222713667,0.2557043977811862,0.2591346404421862,completed,Loaded completed prediction vectors from prnet_main30_seed002_cell_scaffold_heldout.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,random,3,471,39,0.17986628842570623,0.27351493623260115,0.17426280367871091,0.3942752684272118,0.03140273811018495,0.0213531989839719,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,random,3,471,39,0.2805752503103266,0.2930844331731512,0.28625351084371137,0.39922581985008737,0.030006919878862157,0.021628882293022504,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,random,3,471,39,0.29490826037903345,0.30482880313132943,0.3143050664083316,0.4559036816178591,0.030284267331925272,0.023316217178223617,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,random,3,471,39,0.22792863708634345,0.2894178634826963,0.21655513616803823,0.41930455967065533,0.030339521312692873,0.021557941276953055,completed,Loaded completed prediction vectors from transigen_seed003_random.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,random,3,471,39,0.00953772143762328,0.19779858473231346,-0.0010415311519359801,0.27775538961391144,0.07855150228851271,0.06451883481967027,completed,Loaded completed prediction vectors from prnet_main30_seed003_random.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,scaffold_heldout,3,498,39,0.21319519331870102,0.29021272434022255,0.20994737368413727,0.42340435464632353,0.03728960251647906,0.023054662874766332,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,scaffold_heldout,3,498,39,0.13877918577099585,0.3035000305764041,0.13543886082478107,0.43872652559840386,0.03938417987455383,0.027840414678386764,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,scaffold_heldout,3,498,39,0.20383598023877242,0.30373694916740945,0.2020902486330072,0.439357762872638,0.03888863907889842,0.028502665433103265,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,scaffold_heldout,3,498,39,0.2711390892144498,0.30566724128017697,0.2655142539868709,0.4544598270664607,0.03686293033684655,0.023896449162303414,completed,Loaded completed prediction vectors from transigen_seed003_scaffold_heldout.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,scaffold_heldout,3,498,39,0.009673769041429147,0.20211948136802596,0.013663752607909214,0.28601708574914303,0.07697039969218622,0.07018889563966099,completed,Loaded completed prediction vectors from prnet_main30_seed003_scaffold_heldout.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,cell_scaffold_heldout,3,162,39,0.08045150238614933,0.2551799999742507,0.042185763296830714,0.3900704678646236,0.030097378577035556,0.02026151041143103,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,cell_scaffold_heldout,3,162,39,0.009531535546374915,0.2587281482183705,0.011838645362888478,0.386216813765072,0.03487781012257311,0.02785463373656684,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,cell_scaffold_heldout,3,162,39,0.019942993626897967,0.24419924910998536,0.039205930992655444,0.36042647662774296,0.035007931939655,0.029412461679584993,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,cell_scaffold_heldout,3,162,39,0.036461907527825556,0.22835226907469472,0.025702051644185042,0.3297618513081277,0.16217441986442674,0.1615759560030281,completed,Loaded completed prediction vectors from transigen_seed003_cell_scaffold_heldout.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,cell_scaffold_heldout,3,162,39,0.1036428843766602,0.28077679790777765,0.10209675811515587,0.3931674364111086,0.32234350706428305,0.32313454668804154,completed,Loaded completed prediction vectors from prnet_main30_seed003_cell_scaffold_heldout.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,random,4,434,39,0.1703854064552984,0.29511022047458074,0.16330668826313074,0.44736076513825923,0.033853751795372755,0.021687537512623582,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,random,4,434,39,0.2830446711004002,0.28848636861501087,0.3118083391730936,0.4119058651379365,0.03239978045578167,0.02255326338006389,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,random,4,434,39,0.3166034889794979,0.28995276963768946,0.32379194468684525,0.437277708512475,0.032224410162822265,0.02356638922745677,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,random,4,434,39,0.2399417558699017,0.3056118652252229,0.2184173077577735,0.452752985177885,0.030616673861418517,0.021047572146005493,completed,Loaded completed prediction vectors from transigen_seed004_random.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,random,4,434,39,0.0037339442968786158,0.21115889000358157,-0.007659201243762125,0.2775995382459454,0.07173356087679765,0.064930159574284,completed,Loaded completed prediction vectors from prnet_main30_seed004_random.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,scaffold_heldout,4,428,39,0.23161483662934143,0.2883938749595344,0.24602325534233718,0.4533951563671523,0.03330006252316858,0.02354240289032825,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,scaffold_heldout,4,428,39,0.19593631022638897,0.3134015213898633,0.20385684850493513,0.4892921734470308,0.035514137516191445,0.027409601225894885,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,scaffold_heldout,4,428,39,0.21747223472362479,0.31734140830538843,0.21873325447930292,0.46930048298009946,0.03554423900661901,0.027959984057149875,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,scaffold_heldout,4,428,39,0.27430345009066887,0.30296894071109337,0.29820466128909173,0.42394326325276754,0.033677952622927235,0.023224816162990623,completed,Loaded completed prediction vectors from transigen_seed004_scaffold_heldout.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,scaffold_heldout,4,428,39,0.006219595767575529,0.2114566764845566,-0.013065472352999978,0.30403682925599385,0.05468267764812963,0.05170277881170553,completed,Loaded completed prediction vectors from prnet_main30_seed004_scaffold_heldout.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,cell_scaffold_heldout,4,142,39,0.2307192341396773,0.29708692313759427,0.2298680415890203,0.468927197730395,0.03924828660128584,0.027801079973900245,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,cell_scaffold_heldout,4,142,39,0.15261981172637812,0.31258909160059944,0.14072140009845463,0.5134874910216493,0.042394516106382764,0.03127610055036653,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,cell_scaffold_heldout,4,142,39,0.14614893444021573,0.3219628238795936,0.1130964212557998,0.4595281584380905,0.042576967547012755,0.031373878883874405,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,cell_scaffold_heldout,4,142,39,-0.012492328191622184,0.20275075618529903,-0.006066825146780343,0.23709039296394435,0.10197064222141072,0.09698194202180951,completed,Loaded completed prediction vectors from transigen_seed004_cell_scaffold_heldout.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,cell_scaffold_heldout,4,142,39,-0.05977831381414294,0.2847168700758786,-0.07873348195189717,0.44298148325961473,0.5284201623212399,0.521212746785344,completed,Loaded completed prediction vectors from prnet_main30_seed004_cell_scaffold_heldout.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,random,5,455,39,0.15830814957033,0.2663554335564064,0.14136404023447358,0.3877970761351691,0.030684203500112597,0.021231106401840956,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,random,5,455,39,0.26184297045181376,0.2813832028055502,0.2521849033620528,0.37952716167026834,0.029512365813481607,0.022516052045006035,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,random,5,455,39,0.2774654845860869,0.2887787922452355,0.258685953561014,0.4211809774689729,0.030218656640880096,0.024938762049663867,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,random,5,455,39,0.23241651074226063,0.29143359733596524,0.2046769668392794,0.3781577354969406,0.028760953865411908,0.021406504080096506,completed,Loaded completed prediction vectors from transigen_seed005_random.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,random,5,455,39,0.03760573169766894,0.20539451245497947,0.03061165939768827,0.27386854547723466,0.07409082774175829,0.06404648180729211,completed,Loaded completed prediction vectors from prnet_main30_seed005_random.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,scaffold_heldout,5,391,39,0.1510799622103569,0.2791791144413479,0.14347875893910095,0.4090691655357213,0.03140889068770049,0.0222685937657102,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,scaffold_heldout,5,391,39,0.11575656460924437,0.274790739367295,0.10929207905082483,0.3918016091633696,0.034794443520872034,0.027282890069899868,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,scaffold_heldout,5,391,39,0.1462619245031142,0.29366256516735156,0.14295779185152482,0.4201594424089939,0.03525000440522785,0.027665612220444356,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,scaffold_heldout,5,391,39,0.18193341124054693,0.288677642586219,0.1789118274661032,0.4048762079076771,0.03172704630704203,0.023113821153463502,completed,Loaded completed prediction vectors from transigen_seed005_scaffold_heldout.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,scaffold_heldout,5,391,39,-0.008172331525795556,0.21403989313348912,-0.019427505398754968,0.30927431728050614,0.06917482862357699,0.06323157271566691,completed,Loaded completed prediction vectors from prnet_main30_seed005_scaffold_heldout.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,cell_scaffold_heldout,5,131,39,0.12608670763860585,0.2883196732787795,0.12543383120225143,0.35419640431034993,0.038117389799485396,0.02757910811175336,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,cell_scaffold_heldout,5,131,39,0.10224710538487233,0.2757560349937739,0.08359005940456171,0.3875345496059162,0.04131964200105324,0.030961365311242054,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,cell_scaffold_heldout,5,131,39,0.10456187971250347,0.27332210294896186,0.10221055420850955,0.38185868836351,0.04182160404333651,0.031375797302036414,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,cell_scaffold_heldout,5,131,39,0.059632669300224254,0.2266796130734702,0.08175505643390951,0.32647875201148246,0.09663153829897629,0.09442121003568751,completed,Loaded completed prediction vectors from transigen_seed005_cell_scaffold_heldout.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,cell_scaffold_heldout,5,131,39,-0.04571389964422858,0.29268315098250264,-0.009155477471783852,0.4595239416745622,0.5485198431172293,0.5415147065652498,completed,Loaded completed prediction vectors from prnet_main30_seed005_cell_scaffold_heldout.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,random,6,421,39,0.19491150253638517,0.2775939494627151,0.16948222756368808,0.45382810660628775,0.03414707737932979,0.023857156078770824,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,random,6,421,39,0.31862775855843545,0.28563984189509894,0.31928978139752434,0.40058365512192706,0.032540769889615906,0.02390751809024094,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,random,6,421,39,0.3396388582328027,0.300666532782104,0.36685094550715214,0.4447540794567995,0.03246742128377626,0.02491857231130273,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,random,6,421,39,0.2788605411277797,0.2943886585550855,0.2667355357819104,0.4236627348294648,0.032177266014580826,0.023300170609971027,completed,Loaded completed prediction vectors from transigen_seed006_random.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,random,6,421,39,0.038882925004252014,0.1791294456645582,0.0405144425700043,0.24851281645304507,0.06058573372911902,0.05457223725325261,completed,Loaded completed prediction vectors from prnet_main30_seed006_random.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,scaffold_heldout,6,386,39,0.18123407024301055,0.25727871927136814,0.17145902414314113,0.3799778683753338,0.029790380937550476,0.022284078563326294,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,scaffold_heldout,6,386,39,0.10199694915697743,0.3016311545870321,0.08657979521621559,0.45553996885244197,0.033577407929289996,0.0265217175441523,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,scaffold_heldout,6,386,39,0.15307557906036623,0.28939551054540097,0.1339378626273071,0.38622757117660134,0.03387281540488752,0.02757407153039247,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,scaffold_heldout,6,386,39,0.21645118354449536,0.2506057327154617,0.21869757954611085,0.360330330334124,0.030053209883530635,0.023060358389224864,completed,Loaded completed prediction vectors from transigen_seed006_scaffold_heldout.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,scaffold_heldout,6,386,39,0.07471139811121297,0.1850778097973718,0.0802230499540072,0.2713139674714812,0.04781840129464488,0.041862049156973405,completed,Loaded completed prediction vectors from prnet_main30_seed006_scaffold_heldout.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,cell_scaffold_heldout,6,129,39,0.1374506506665456,0.2619446881742495,0.16671211294917296,0.362509428315876,0.03128551622709836,0.023084608419177356,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,cell_scaffold_heldout,6,129,39,0.12516976785966297,0.2888283782802293,0.14749484895180506,0.4073847494111711,0.035084589288122116,0.02753752392560975,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,cell_scaffold_heldout,6,129,39,0.13918231099083264,0.29607373713771035,0.16403749658641867,0.4107582706693773,0.03510711642808255,0.027226050300279067,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,cell_scaffold_heldout,6,129,39,-0.05906016784902319,0.18880979110712343,-0.07033764570510052,0.26741467211233777,0.421760658417494,0.42076555312803887,completed,Loaded completed prediction vectors from transigen_seed006_cell_scaffold_heldout.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,cell_scaffold_heldout,6,129,39,0.04505260120495444,0.2591550083860502,0.028384334171339787,0.41436839789629654,0.49752037930543563,0.5020507326964165,completed,Loaded completed prediction vectors from prnet_main30_seed006_cell_scaffold_heldout.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,random,7,434,39,0.18626857183620982,0.2756561544372294,0.18215269870981513,0.3950845614034847,0.034403471689961086,0.021929473581839217,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,random,7,434,39,0.3055208008229072,0.2712417750383605,0.3102475283086841,0.39166359438137244,0.031981666832284414,0.02161013206651622,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,random,7,434,39,0.307273484036894,0.29276943356511353,0.29782403782708583,0.41587770511576744,0.03201017201770312,0.023306234139599532,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,random,7,434,39,0.2496904798776254,0.31911230418056635,0.24499352794562565,0.430313019860937,0.030535426498292564,0.02255961609906876,completed,Loaded completed prediction vectors from transigen_seed007_random.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,random,7,434,39,0.07118184963623785,0.23446394165229745,0.059438305229024775,0.30848308205328434,0.05693040760331524,0.04949154988807225,completed,Loaded completed prediction vectors from prnet_main30_seed007_random.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,scaffold_heldout,7,446,39,0.17845010927020794,0.2803322670726534,0.14921984311392766,0.41954325648095697,0.03162718461747913,0.022897255760266882,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,scaffold_heldout,7,446,39,0.15759912835358378,0.30713050586471496,0.1400799149518512,0.43191396506739327,0.03425020313404973,0.026390043153916434,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,scaffold_heldout,7,446,39,0.21271220134675767,0.30388464312200725,0.21241187971997222,0.4199816695352479,0.03431973580638987,0.027109810996005422,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,scaffold_heldout,7,446,39,0.22263588115954744,0.293467084244845,0.21643669931520715,0.413868629044109,0.03173084342816979,0.022918853762804753,completed,Loaded completed prediction vectors from transigen_seed007_scaffold_heldout.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,scaffold_heldout,7,446,39,0.009926426102245709,0.2092132153892365,0.006128382898522602,0.29128874649123493,0.05678104267490513,0.05055849833996702,completed,Loaded completed prediction vectors from prnet_main30_seed007_scaffold_heldout.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,cell_scaffold_heldout,7,151,39,0.10333988634970942,0.2992926580159716,0.08182067019767172,0.4302439241311984,0.033645269172466595,0.023469301791309575,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,cell_scaffold_heldout,7,151,39,0.10545844660201878,0.3108679005261767,0.10618109189960834,0.4321943948242015,0.03770759103456973,0.028752480451979968,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,ridge_cell_dose_drug_fp,Ridge cell+dose+drug FP,cell_scaffold_heldout,7,151,39,0.12333730628576092,0.3102603965563983,0.08932800497049273,0.4562799281575167,0.03757592737245133,0.029079775115487663,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
sciplex3_24h_top2000,transigen_adapted_sciplex3,TranSiGen-style,cell_scaffold_heldout,7,151,39,0.06270789861709476,0.20374701254721334,0.05954527230615631,0.32202935153131773,0.4940534131483704,0.49588935184196536,completed,Loaded completed prediction vectors from transigen_seed007_cell_scaffold_heldout.npz.
sciplex3_24h_top2000,prnet_adapted_sciplex3,PRnet-style,cell_scaffold_heldout,7,151,39,0.13371371369154864,0.25650000545141943,0.13159996050324113,0.3834288897020736,0.49854571972656286,0.5012679342128197,completed,Loaded completed prediction vectors from prnet_main30_seed007_cell_scaffold_heldout.npz.
sciplex3_24h_top2000,global_train_mean,Global mean,random,8,404,39,0.20294547310835775,0.27637742304326135,0.19839995654393788,0.40348616342513005,0.03448845126921056,0.022983152195180552,completed,Reconstructed from train-only mean response vectors.
