dataset,model,model_label,split,seed,n_records,n_gene_sets,mean_pathway_pearson,sd_pathway_pearson,median_pathway_pearson,iqr_pathway_pearson,mean_pathway_rmse,median_pathway_rmse,status,notes
openproblems_neurips2023,ridge_cell_drug_fp,Ridge cell+drug FP,random,7,107,47,0.5928489832597078,0.2615335765167573,0.6569188465743917,0.301605471569729,0.22783630620034606,0.20149077190415196,completed,Reconstructed with alpha=10 using train-only cell-context one-hot and Morgan fingerprints.
openproblems_neurips2023,global_train_mean,Global mean,scaffold_heldout,7,105,47,0.39691949319363445,0.3458934930513139,0.4745905186923007,0.43349880950350345,0.2549287244293758,0.18943984888839238,completed,Reconstructed from train-only mean response vectors.
openproblems_neurips2023,ridge_cell_drug_fp,Ridge cell+drug FP,scaffold_heldout,7,105,47,0.38133095912191245,0.3397815146953778,0.42095550796459813,0.49705584382460244,0.2600999107209422,0.2196259365644279,completed,Reconstructed with alpha=10 using train-only cell-context one-hot and Morgan fingerprints.
openproblems_neurips2023,global_train_mean,Global mean,cell_scaffold_heldout,7,26,47,0.27915977965610295,0.31164659256110633,0.38376794126613933,0.35148790300202754,0.39177306646815985,0.32384188110826334,completed,Reconstructed from train-only mean response vectors.
openproblems_neurips2023,ridge_cell_drug_fp,Ridge cell+drug FP,cell_scaffold_heldout,7,26,47,0.18768167800424873,0.2863298108284954,0.1788455076187886,0.37204363566337145,0.40106353013532,0.36378716613261963,completed,Reconstructed with alpha=10 using train-only cell-context one-hot and Morgan fingerprints.
openproblems_neurips2023,global_train_mean,Global mean,random,8,103,47,0.3847996856658637,0.3526912628955604,0.4643015524948438,0.46050011485306175,0.255512414671088,0.1796212332269812,completed,Reconstructed from train-only mean response vectors.
openproblems_neurips2023,ridge_cell_drug_fp,Ridge cell+drug FP,random,8,103,47,0.5562411228728464,0.2649302287567174,0.5987685678694549,0.34438108584736704,0.21705154016159472,0.18320545426970486,completed,Reconstructed with alpha=10 using train-only cell-context one-hot and Morgan fingerprints.
openproblems_neurips2023,global_train_mean,Global mean,scaffold_heldout,8,116,47,0.37574032069364294,0.37123047965985384,0.48606875794438886,0.4795834538860053,0.27692469124559643,0.19495135695346505,completed,Reconstructed from train-only mean response vectors.
openproblems_neurips2023,ridge_cell_drug_fp,Ridge cell+drug FP,scaffold_heldout,8,116,47,0.32896100211092544,0.3900452694226524,0.43911507173816444,0.5421038592737021,0.2906008645213682,0.2164371907533919,completed,Reconstructed with alpha=10 using train-only cell-context one-hot and Morgan fingerprints.
openproblems_neurips2023,global_train_mean,Global mean,cell_scaffold_heldout,8,29,47,0.28716036140326057,0.3257243615751965,0.4067363161887721,0.44843608474280877,0.405514150592689,0.32312914532430326,completed,Reconstructed from train-only mean response vectors.
openproblems_neurips2023,ridge_cell_drug_fp,Ridge cell+drug FP,cell_scaffold_heldout,8,29,47,0.12917304262128382,0.36888574856200834,0.1478914951784685,0.508265679021191,0.42519442776160044,0.33209335589221844,completed,Reconstructed with alpha=10 using train-only cell-context one-hot and Morgan fingerprints.
openproblems_neurips2023,global_train_mean,Global mean,random,9,105,47,0.33832518256345623,0.3267595424246147,0.4289641282372403,0.4625846701627704,0.24884640787864468,0.18660131867387192,completed,Reconstructed from train-only mean response vectors.
openproblems_neurips2023,ridge_cell_drug_fp,Ridge cell+drug FP,random,9,105,47,0.5345070855323516,0.25911463059802714,0.5870385614711124,0.3768953494396666,0.2221704858822612,0.17962186079467077,completed,Reconstructed with alpha=10 using train-only cell-context one-hot and Morgan fingerprints.
openproblems_neurips2023,global_train_mean,Global mean,scaffold_heldout,9,112,47,0.33240164172576464,0.37659886927162817,0.4440134375225002,0.44293141425808136,0.2503448291172525,0.19599471509910227,completed,Reconstructed from train-only mean response vectors.
openproblems_neurips2023,ridge_cell_drug_fp,Ridge cell+drug FP,scaffold_heldout,9,112,47,0.3487409471870576,0.3508271827189138,0.41860488568404497,0.5041974883946958,0.2617517805850138,0.22129794540107348,completed,Reconstructed with alpha=10 using train-only cell-context one-hot and Morgan fingerprints.
openproblems_neurips2023,global_train_mean,Global mean,cell_scaffold_heldout,9,28,47,0.34844034731540835,0.3691861031043922,0.4069282632950999,0.39367009529117736,0.27316071083166016,0.23157326704318498,completed,Reconstructed from train-only mean response vectors.
openproblems_neurips2023,ridge_cell_drug_fp,Ridge cell+drug FP,cell_scaffold_heldout,9,28,47,0.3113071691015882,0.35335404616065225,0.402890236980463,0.5103985327279807,0.28721637700530106,0.2241164741936063,completed,Reconstructed with alpha=10 using train-only cell-context one-hot and Morgan fingerprints.
openproblems_neurips2023,global_train_mean,Global mean,random,10,111,47,0.3519689000961575,0.3691001407062775,0.45907260663495997,0.4738764766825444,0.27962197124518934,0.19074102236116766,completed,Reconstructed from train-only mean response vectors.
openproblems_neurips2023,ridge_cell_drug_fp,Ridge cell+drug FP,random,10,111,47,0.5522062417136998,0.2505334777561556,0.5833384781723965,0.4023840955031054,0.2397908785765216,0.20793481238765033,completed,Reconstructed with alpha=10 using train-only cell-context one-hot and Morgan fingerprints.
openproblems_neurips2023,global_train_mean,Global mean,scaffold_heldout,10,101,47,0.4173892432193554,0.30269477043575066,0.4765233849533135,0.3270667577969801,0.26812706728303554,0.20263938432109604,completed,Reconstructed from train-only mean response vectors.
openproblems_neurips2023,ridge_cell_drug_fp,Ridge cell+drug FP,scaffold_heldout,10,101,47,0.37305829009465485,0.28502873642000887,0.39441758252443937,0.38208694073635785,0.28299014140862444,0.2418107310820472,completed,Reconstructed with alpha=10 using train-only cell-context one-hot and Morgan fingerprints.
openproblems_neurips2023,global_train_mean,Global mean,cell_scaffold_heldout,10,26,47,0.411763392981766,0.301902175334826,0.49200035380173857,0.20629402778636996,0.3041435129145796,0.21508746818337732,completed,Reconstructed from train-only mean response vectors.
openproblems_neurips2023,ridge_cell_drug_fp,Ridge cell+drug FP,cell_scaffold_heldout,10,26,47,0.3373604725192728,0.29203267682725476,0.3989050215815023,0.2957582416394675,0.320391468609834,0.24496180992267733,completed,Reconstructed with alpha=10 using train-only cell-context one-hot and Morgan fingerprints.
sciplex3_24h_top2000,global_train_mean,Global mean,random,1,433,39,0.16030105004611647,0.29090151884574306,0.13507944604991248,0.42468066686281825,0.031110095166436053,0.022311976146880467,completed,Reconstructed from train-only mean response vectors.
sciplex3_24h_top2000,ridge_drug_fp,Ridge drug FP,random,1,433,39,0.26894453721206607,0.2983418636628063,0.27699869722941134,0.41719018807903446,0.0301229987529824,0.023126449223523565,completed,Reconstructed with alpha=10 and training-only feature preprocessing.
