seed,split,split_label,baseline,n_train,n_test,mean_rowwise_pearson,median_rowwise_pearson,mean_rmse,median_rmse,alpha,n_bits
23,split_random,random,global_train_mean,1783,417,0.16564064048914354,0.1321962381267031,0.08622023380448433,0.06508548132178472,,
23,split_random,random,cell_context_mean,1783,417,0.23621334535890823,0.2039303873433074,0.08542084532270602,0.06487648112890507,,
23,split_random,random,drug_mean,1783,417,0.23471747579257793,0.196234997015738,0.08510162461276485,0.06800941165207083,,
23,split_random,random,cell_dose_mean,1783,417,0.25173357421152237,0.2196952641552433,0.08528687829661612,0.06702979736191624,,
23,split_random,random,ridge_cell_dose,1783,417,0.2371092456364808,0.20349661802287067,0.08531901915353646,0.06608631934237862,10.0,
23,split_random,random,ridge_drug_fp,1783,417,0.23773204684464408,0.2009307581165346,0.08445210320353701,0.067646414618562,10.0,1024.0
23,split_random,random,ridge_cell_dose_drug_fp,1783,417,0.29175695121184625,0.2510970020481245,0.08306081777616564,0.06742406838018386,10.0,1024.0
23,split_cell_heldout,cell_heldout,global_train_mean,1463,737,0.08939470886302463,0.06347405716358166,0.09225326986452555,0.07118487918076756,,
23,split_cell_heldout,cell_heldout,cell_context_mean,1463,737,0.08939470886302463,0.06347405716358166,0.09225326986452555,0.07118487918076756,,
23,split_cell_heldout,cell_heldout,drug_mean,1463,737,0.1501872246610215,0.1198777509882804,0.09440988754424856,0.07542853312342089,,
23,split_cell_heldout,cell_heldout,cell_dose_mean,1463,737,0.08939470886302463,0.06347405716358166,0.09225326986452555,0.07118487918076756,,
23,split_cell_heldout,cell_heldout,ridge_cell_dose,1463,737,0.08615650990795828,0.05916994684760455,0.09243476356930533,0.0719811675239751,10.0,
23,split_cell_heldout,cell_heldout,ridge_drug_fp,1463,737,0.15147595994049529,0.12178679810575663,0.09369709435166919,0.07491952778693362,10.0,1024.0
23,split_cell_heldout,cell_heldout,ridge_cell_dose_drug_fp,1463,737,0.14894606990395184,0.11511369104167447,0.09401522726318934,0.0755775155049565,10.0,1024.0
23,split_scaffold_heldout,scaffold_heldout,global_train_mean,1790,410,0.16032017403506876,0.14483724838924567,0.08426246965630271,0.06724250143214408,,
23,split_scaffold_heldout,scaffold_heldout,cell_context_mean,1790,410,0.22861883531967991,0.21723074439552392,0.0837281036742309,0.06778748773410118,,
23,split_scaffold_heldout,scaffold_heldout,drug_mean,1790,410,0.16032017403506876,0.14483724838924567,0.08426246965630271,0.06724250143214408,,
23,split_scaffold_heldout,scaffold_heldout,cell_dose_mean,1790,410,0.24985345523930014,0.23753783317319818,0.08296187348866083,0.06745043011923652,,
23,split_scaffold_heldout,scaffold_heldout,ridge_cell_dose,1790,410,0.2292161146305635,0.21654092409563422,0.08337893639175531,0.0676300717240034,10.0,
23,split_scaffold_heldout,scaffold_heldout,ridge_drug_fp,1790,410,0.1010410752066767,0.06860124329439246,0.09072691817700893,0.07635039631800156,10.0,1024.0
23,split_scaffold_heldout,scaffold_heldout,ridge_cell_dose_drug_fp,1790,410,0.1669517789104455,0.1366754200088766,0.08981774125683477,0.07588765265780106,10.0,1024.0
23,split_cell_scaffold_heldout,cell_scaffold_heldout,global_train_mean,1189,136,0.09225256742689422,0.07819913438187133,0.08768364963075478,0.07046360121469103,,
23,split_cell_scaffold_heldout,cell_scaffold_heldout,cell_context_mean,1189,136,0.09225256742689422,0.07819913438187133,0.08768364963075478,0.07046360121469103,,
23,split_cell_scaffold_heldout,cell_scaffold_heldout,drug_mean,1189,136,0.09225256742689422,0.07819913438187133,0.08768364963075478,0.07046360121469103,,
23,split_cell_scaffold_heldout,cell_scaffold_heldout,cell_dose_mean,1189,136,0.09225256742689422,0.07819913438187133,0.08768364963075478,0.07046360121469103,,
23,split_cell_scaffold_heldout,cell_scaffold_heldout,ridge_cell_dose,1189,136,0.08876826487407144,0.06999959938648032,0.08770609425304139,0.07147143839715353,10.0,
23,split_cell_scaffold_heldout,cell_scaffold_heldout,ridge_drug_fp,1189,136,0.053521639216331685,0.026195694085703533,0.0950575245873423,0.083292814647833,10.0,1024.0
23,split_cell_scaffold_heldout,cell_scaffold_heldout,ridge_cell_dose_drug_fp,1189,136,0.05789404901582754,0.028781342874080195,0.09517742896516435,0.08288432391720091,10.0,1024.0
