seed,split,baseline,sample_id,rowwise_pearson,rmse
28,split_random,global_train_mean,2-Methoxyestradiol (2-MeOE2)__A549__10000nM__24h,0.46608471952188874,0.10408268967442426
28,split_random,global_train_mean,2-Methoxyestradiol (2-MeOE2)__K562__10nM__24h,0.16129792343593363,0.05862748052348935
28,split_random,global_train_mean,(+)-JQ1__A549__1000nM__24h,0.3584390394154921,0.14547626095089608
28,split_random,global_train_mean,(+)-JQ1__K562__100nM__24h,0.29420693079910193,0.10778321002037639
28,split_random,global_train_mean,(+)-JQ1__MCF7__10nM__24h,0.08056223718090916,0.05855222417012337
28,split_random,global_train_mean,(+)-JQ1__MCF7__100nM__24h,0.3621558659048393,0.12083275741051808
28,split_random,global_train_mean,A-366__A549__100nM__24h,0.1989955965860597,0.06006001744647286
28,split_random,global_train_mean,A-366__MCF7__100nM__24h,0.08295121725561182,0.05189657457849916
28,split_random,global_train_mean,A-366__MCF7__10000nM__24h,0.04571978233515755,0.07603552150466218
28,split_random,global_train_mean,ABT-737__K562__100nM__24h,-0.050639712979410896,0.06434971444347415
28,split_random,global_train_mean,ABT-737__MCF7__100nM__24h,-0.000804449618554261,0.06055022699723901
28,split_random,global_train_mean,AC480 (BMS-599626)__A549__100nM__24h,0.0027542043441738224,0.07558445062920402
28,split_random,global_train_mean,AG-490 (Tyrphostin B42)__A549__10nM__24h,0.17625959064299143,0.062168236020541896
28,split_random,global_train_mean,AG-490 (Tyrphostin B42)__MCF7__10nM__24h,0.06969924422829082,0.04676546567158005
28,split_random,global_train_mean,AG-14361__A549__10nM__24h,0.20773394138550177,0.056639481303293264
28,split_random,global_train_mean,AG-14361__MCF7__100nM__24h,0.19443343948626257,0.040768125680409224
28,split_random,global_train_mean,AG-14361__MCF7__10000nM__24h,0.18021220442720517,0.07211036199235249
28,split_random,global_train_mean,AICAR (Acadesine)__A549__10nM__24h,0.08065275550402731,0.06613917413512765
28,split_random,global_train_mean,AICAR (Acadesine)__A549__100nM__24h,-0.040280515460318904,0.06524021270347286
28,split_random,global_train_mean,AMG-900__A549__10nM__24h,0.39965310842143115,0.14645472862726838
28,split_random,global_train_mean,AMG-900__K562__10nM__24h,0.17622743319407622,0.11082569942267533
28,split_random,global_train_mean,AR-42__A549__1000nM__24h,0.6054100517096644,0.24825907388684246
28,split_random,global_train_mean,AT9283__A549__10nM__24h,0.29427789605588384,0.12859804194775987
28,split_random,global_train_mean,AT9283__A549__100nM__24h,0.3176730781771775,0.16599307980919217
28,split_random,global_train_mean,AT9283__A549__10000nM__24h,0.09285754252540335,0.17046051406641288
28,split_random,global_train_mean,AT9283__K562__1000nM__24h,0.009057688883095825,0.12457675106285586
28,split_random,global_train_mean,AT9283__MCF7__100nM__24h,0.1550289210835369,0.08036679375638431
28,split_random,global_train_mean,AZ 960__MCF7__10000nM__24h,0.371105936674727,0.09082479213781625
28,split_random,global_train_mean,AZD1480__A549__1000nM__24h,0.42873416830694167,0.07854733352074472
28,split_random,global_train_mean,AZD1480__A549__10000nM__24h,0.4883287341959509,0.15151847795077766
28,split_random,global_train_mean,Abexinostat (PCI-24781)__A549__10nM__24h,0.3654302884177071,0.10395231144922738
28,split_random,global_train_mean,Alendronate sodium trihydrate__MCF7__10nM__24h,0.2664462906770405,0.044357675594189294
28,split_random,global_train_mean,Alendronate sodium trihydrate__MCF7__1000nM__24h,0.31249992122991704,0.09922488463235118
28,split_random,global_train_mean,Alisertib (MLN8237)__A549__100nM__24h,0.42967278018351407,0.1406411618553014
28,split_random,global_train_mean,Alisertib (MLN8237)__MCF7__1000nM__24h,0.43351800326103923,0.07131863983203503
28,split_random,global_train_mean,Alisertib (MLN8237)__MCF7__10000nM__24h,0.5003898328971822,0.08614613046966113
28,split_random,global_train_mean,Altretamine__A549__1000nM__24h,0.14998234747303155,0.06478602581217426
28,split_random,global_train_mean,Altretamine__K562__10nM__24h,0.05968425876049874,0.07270941923785458
28,split_random,global_train_mean,Altretamine__MCF7__1000nM__24h,0.0553172826117585,0.050536129543400345
28,split_random,global_train_mean,Alvespimycin (17-DMAG) HCl__K562__10000nM__24h,0.2464437087960221,0.1620418421591685
28,split_random,global_train_mean,Aminoglutethimide __MCF7__10nM__24h,0.02553969789685299,0.04438552793307319
28,split_random,global_train_mean,Amisulpride__MCF7__100nM__24h,-0.021771139394053847,0.0670559803089948
28,split_random,global_train_mean,Anacardic Acid__A549__100nM__24h,0.20534604384842856,0.06356736167128267
28,split_random,global_train_mean,Anacardic Acid__K562__10000nM__24h,0.12303721318524162,0.06540568807975164
28,split_random,global_train_mean,Andarine__K562__10000nM__24h,0.11740833623791933,0.05603746992699537
28,split_random,global_train_mean,Andarine__MCF7__10nM__24h,-0.10267663101154051,0.05794757842190151
28,split_random,global_train_mean,Aurora A Inhibitor I__MCF7__1000nM__24h,0.0970499701425281,0.05191477265974059
28,split_random,global_train_mean,Avagacestat (BMS-708163)__A549__1000nM__24h,-0.10920172372704075,0.07277566214133785
28,split_random,global_train_mean,Avagacestat (BMS-708163)__A549__10000nM__24h,0.035746826034659736,0.06809146992437416
28,split_random,global_train_mean,Avagacestat (BMS-708163)__K562__1000nM__24h,0.06260400196603318,0.05972940072730664
28,split_random,global_train_mean,Avagacestat (BMS-708163)__K562__10000nM__24h,0.14199589575847454,0.06411480510698127
28,split_random,global_train_mean,Avagacestat (BMS-708163)__MCF7__10nM__24h,-0.009209232610923357,0.060230692034439134
28,split_random,global_train_mean,Avagacestat (BMS-708163)__MCF7__1000nM__24h,-0.05182063939887345,0.07266111988779872
28,split_random,global_train_mean,Avagacestat (BMS-708163)__MCF7__10000nM__24h,0.0707923605685904,0.0586510039713132
28,split_random,global_train_mean,Azacitidine __MCF7__100nM__24h,0.12518154508720708,0.058508637878144025
28,split_random,global_train_mean,BMS-265246__A549__1000nM__24h,0.07424671654086137,0.08527295118160477
28,split_random,global_train_mean,BMS-265246__K562__10nM__24h,0.011998371492157373,0.06705123775129837
28,split_random,global_train_mean,BMS-265246__MCF7__100nM__24h,0.1255087109643987,0.06781002382692532
28,split_random,global_train_mean,BMS-536924__K562__10nM__24h,0.04882060166340019,0.06021856461312375
28,split_random,global_train_mean,BMS-536924__K562__10000nM__24h,0.14239568497090457,0.0766455564399881
28,split_random,global_train_mean,BMS-754807__A549__100nM__24h,0.17106493256301017,0.07543292570901315
28,split_random,global_train_mean,BMS-754807__A549__1000nM__24h,0.235117540183036,0.09013059568812473
28,split_random,global_train_mean,BMS-754807__MCF7__100nM__24h,0.2752957251219289,0.06712983596655392
28,split_random,global_train_mean,BMS-911543__K562__100nM__24h,0.14225350306524426,0.06717612174406469
28,split_random,global_train_mean,BMS-911543__K562__10000nM__24h,0.046219591099437775,0.05813486833428838
28,split_random,global_train_mean,BRD4770__MCF7__10nM__24h,0.003934257938460256,0.04067974618411608
28,split_random,global_train_mean,Barasertib (AZD1152-HQPA)__MCF7__100nM__24h,0.35037306519691297,0.06697611332937133
28,split_random,global_train_mean,Barasertib (AZD1152-HQPA)__MCF7__1000nM__24h,0.35167637642632654,0.08089624955452676
28,split_random,global_train_mean,"Baricitinib (LY3009104, INCB028050)__A549__10000nM__24h",0.06911930074405692,0.0791111412921888
28,split_random,global_train_mean,"Baricitinib (LY3009104, INCB028050)__MCF7__100nM__24h",0.1397698006162124,0.05566119180696145
28,split_random,global_train_mean,Belinostat (PXD101)__A549__100nM__24h,0.4588970608817668,0.10541613446286544
28,split_random,global_train_mean,Belinostat (PXD101)__K562__10nM__24h,0.2210733820835369,0.0603905602856219
28,split_random,global_train_mean,Bisindolylmaleimide IX (Ro 31-8220 Mesylate)__K562__10nM__24h,0.15547219084259253,0.059325546298480636
28,split_random,global_train_mean,Bisindolylmaleimide IX (Ro 31-8220 Mesylate)__MCF7__10nM__24h,0.1522264735741056,0.04381075166602559
28,split_random,global_train_mean,Bisindolylmaleimide IX (Ro 31-8220 Mesylate)__MCF7__100nM__24h,0.12771846406917914,0.05401059640959054
28,split_random,global_train_mean,Bosutinib (SKI-606)__A549__1000nM__24h,-0.06477265021999841,0.07839755218460052
28,split_random,global_train_mean,Bosutinib (SKI-606)__K562__10nM__24h,0.22444014423840802,0.10699781653033473
28,split_random,global_train_mean,Bosutinib (SKI-606)__MCF7__10nM__24h,0.10058879616859351,0.054510072620545906
28,split_random,global_train_mean,Bosutinib (SKI-606)__MCF7__100nM__24h,0.35193735988232516,0.06029474455151142
28,split_random,global_train_mean,Busulfan __A549__1000nM__24h,0.07356216647840742,0.06443612914496089
28,split_random,global_train_mean,Busulfan __A549__10000nM__24h,0.17722805867377306,0.06099089061351857
28,split_random,global_train_mean,Busulfan __K562__10000nM__24h,0.19559594495704694,0.05603936593617176
28,split_random,global_train_mean,CEP-33779__K562__1000nM__24h,0.14962397427773283,0.05791069406992424
28,split_random,global_train_mean,CUDC-101__A549__100nM__24h,0.26897419059667715,0.07072812600516663
28,split_random,global_train_mean,CUDC-101__MCF7__10000nM__24h,0.5832756822752007,0.19070845950101165
28,split_random,global_train_mean,CUDC-907__K562__10nM__24h,0.5185210935422269,0.1758891471096939
28,split_random,global_train_mean,CUDC-907__K562__1000nM__24h,0.4959363047520464,0.2047658205891612
28,split_random,global_train_mean,CUDC-907__MCF7__10000nM__24h,0.4353768129269908,0.45179159262398905
28,split_random,global_train_mean,CYC116__MCF7__1000nM__24h,0.36987499778917615,0.06032870079274354
28,split_random,global_train_mean,CYC116__MCF7__10000nM__24h,0.3570332377510069,0.0962511554137705
28,split_random,global_train_mean,Capecitabine __A549__100nM__24h,0.23659643961410678,0.058460869167084
28,split_random,global_train_mean,Capecitabine __A549__10000nM__24h,0.11452962523056802,0.062035518890385756
28,split_random,global_train_mean,Capecitabine __MCF7__100nM__24h,0.07471881704311319,0.04888503557216867
28,split_random,global_train_mean,Capecitabine __MCF7__10000nM__24h,0.11137587608324401,0.04413180100442416
28,split_random,global_train_mean,Carmofur__A549__10nM__24h,0.03226628607324304,0.05874060251572007
28,split_random,global_train_mean,Carmofur__A549__1000nM__24h,0.13820651307553977,0.08809225271439973
28,split_random,global_train_mean,Carmofur__MCF7__100nM__24h,0.00800749164330815,0.061557736816121165
28,split_random,global_train_mean,Cediranib (AZD2171)__K562__100nM__24h,0.18007712291316227,0.07136253820386262
28,split_random,global_train_mean,Cediranib (AZD2171)__MCF7__10nM__24h,0.06776880293900205,0.04783368356549811
28,split_random,global_train_mean,Celecoxib__K562__10000nM__24h,0.14380586374452856,0.06220895372478121
28,split_random,global_train_mean,Celecoxib__MCF7__100nM__24h,0.08144293877602325,0.06654951297269777
28,split_random,global_train_mean,"Cerdulatinib (PRT062070, PRT2070)__A549__100nM__24h",0.15666880081256868,0.06795570315966654
28,split_random,global_train_mean,"Cerdulatinib (PRT062070, PRT2070)__K562__100nM__24h",0.07765520574387975,0.06186228238927733
28,split_random,global_train_mean,"Cerdulatinib (PRT062070, PRT2070)__MCF7__10000nM__24h",0.433704286459686,0.09157661985156737
28,split_random,global_train_mean,Cimetidine __MCF7__100nM__24h,0.06867470340106836,0.041561910452179475
28,split_random,global_train_mean,Costunolide__A549__10nM__24h,0.1235267320379694,0.060208219380309534
28,split_random,global_train_mean,Costunolide__K562__100nM__24h,0.11507542675215483,0.06341003514635123
28,split_random,global_train_mean,Crizotinib (PF-02341066)__K562__10000nM__24h,0.3183015262245052,0.15732127260214415
28,split_random,global_train_mean,Curcumin__A549__100nM__24h,0.14473886683484208,0.06383723925724959
28,split_random,global_train_mean,Curcumin__K562__1000nM__24h,0.1869441519118331,0.05613245193436135
28,split_random,global_train_mean,Curcumin__MCF7__10nM__24h,0.0609904392191346,0.05013327248757423
28,split_random,global_train_mean,Curcumin__MCF7__100nM__24h,0.035308963624729635,0.04791720595393943
28,split_random,global_train_mean,Cyclocytidine HCl__A549__10000nM__24h,0.09356488806952287,0.20932104406255514
28,split_random,global_train_mean,Cyclocytidine HCl__K562__10nM__24h,0.07132302298455162,0.0915149240000663
28,split_random,global_train_mean,Cyclocytidine HCl__K562__10000nM__24h,0.12371615008680201,0.12130962507121557
28,split_random,global_train_mean,Cyclocytidine HCl__MCF7__10nM__24h,-0.09543240075423759,0.05108129285402957
28,split_random,global_train_mean,Dacinostat (LAQ824)__A549__1000nM__24h,0.5042466555896457,0.3331966916818311
28,split_random,global_train_mean,Dacinostat (LAQ824)__K562__100nM__24h,0.47594554272308337,0.21151586771219477
28,split_random,global_train_mean,Danusertib (PHA-739358)__A549__100nM__24h,0.46422671782302777,0.1028209775615732
28,split_random,global_train_mean,Danusertib (PHA-739358)__A549__10000nM__24h,0.4284687235331067,0.12580027771579927
28,split_random,global_train_mean,Danusertib (PHA-739358)__K562__10000nM__24h,0.25021754833513143,0.1510139055118952
28,split_random,global_train_mean,Daphnetin__A549__100nM__24h,0.12979274755775863,0.058332118595191225
28,split_random,global_train_mean,Daphnetin__MCF7__1000nM__24h,0.11926503087395622,0.05137215230741179
28,split_random,global_train_mean,Dasatinib__A549__100nM__24h,0.16051048148376768,0.10147549523682012
28,split_random,global_train_mean,Decitabine__K562__100nM__24h,0.04399552168672129,0.07462222661701282
