record_id,drug_name,cell_line,dose_value,time,n_cells,smiles,isomeric_smiles,pubchem_cid,scaffold,sample_id,cell_line_24h_control_profile
Streptozotocin (STZ)__MCF7__10000nM__24h,Streptozotocin (STZ),MCF7,10000.0,24.0,508,CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O,CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O,29327,C1CCOCC1,Streptozotocin (STZ)__MCF7__10000nM__24h,MCF7_24h_control_profile
TAK-901__A549__10nM__24h,TAK-901,A549,10.0,24.0,218,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,16124208,O=C(NC1CCNCC1)c1cc(-c2ccccc2)c2c(c1)[nH]c1ncccc12,TAK-901__A549__10nM__24h,A549_24h_control_profile
TAK-901__A549__100nM__24h,TAK-901,A549,100.0,24.0,165,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,16124208,O=C(NC1CCNCC1)c1cc(-c2ccccc2)c2c(c1)[nH]c1ncccc12,TAK-901__A549__100nM__24h,A549_24h_control_profile
TAK-901__A549__1000nM__24h,TAK-901,A549,1000.0,24.0,147,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,16124208,O=C(NC1CCNCC1)c1cc(-c2ccccc2)c2c(c1)[nH]c1ncccc12,TAK-901__A549__1000nM__24h,A549_24h_control_profile
TAK-901__A549__10000nM__24h,TAK-901,A549,10000.0,24.0,123,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,16124208,O=C(NC1CCNCC1)c1cc(-c2ccccc2)c2c(c1)[nH]c1ncccc12,TAK-901__A549__10000nM__24h,A549_24h_control_profile
TAK-901__K562__10nM__24h,TAK-901,K562,10.0,24.0,233,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,16124208,O=C(NC1CCNCC1)c1cc(-c2ccccc2)c2c(c1)[nH]c1ncccc12,TAK-901__K562__10nM__24h,K562_24h_control_profile
TAK-901__K562__100nM__24h,TAK-901,K562,100.0,24.0,203,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,16124208,O=C(NC1CCNCC1)c1cc(-c2ccccc2)c2c(c1)[nH]c1ncccc12,TAK-901__K562__100nM__24h,K562_24h_control_profile
TAK-901__K562__1000nM__24h,TAK-901,K562,1000.0,24.0,132,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,16124208,O=C(NC1CCNCC1)c1cc(-c2ccccc2)c2c(c1)[nH]c1ncccc12,TAK-901__K562__1000nM__24h,K562_24h_control_profile
TAK-901__K562__10000nM__24h,TAK-901,K562,10000.0,24.0,102,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,16124208,O=C(NC1CCNCC1)c1cc(-c2ccccc2)c2c(c1)[nH]c1ncccc12,TAK-901__K562__10000nM__24h,K562_24h_control_profile
TAK-901__MCF7__10nM__24h,TAK-901,MCF7,10.0,24.0,421,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,16124208,O=C(NC1CCNCC1)c1cc(-c2ccccc2)c2c(c1)[nH]c1ncccc12,TAK-901__MCF7__10nM__24h,MCF7_24h_control_profile
TAK-901__MCF7__100nM__24h,TAK-901,MCF7,100.0,24.0,409,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,16124208,O=C(NC1CCNCC1)c1cc(-c2ccccc2)c2c(c1)[nH]c1ncccc12,TAK-901__MCF7__100nM__24h,MCF7_24h_control_profile
TAK-901__MCF7__1000nM__24h,TAK-901,MCF7,1000.0,24.0,281,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,16124208,O=C(NC1CCNCC1)c1cc(-c2ccccc2)c2c(c1)[nH]c1ncccc12,TAK-901__MCF7__1000nM__24h,MCF7_24h_control_profile
TAK-901__MCF7__10000nM__24h,TAK-901,MCF7,10000.0,24.0,125,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,16124208,O=C(NC1CCNCC1)c1cc(-c2ccccc2)c2c(c1)[nH]c1ncccc12,TAK-901__MCF7__10000nM__24h,MCF7_24h_control_profile
TG101209__A549__10nM__24h,TG101209,A549,10.0,24.0,212,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,16722832,c1ccc(Nc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,TG101209__A549__10nM__24h,A549_24h_control_profile
TG101209__A549__100nM__24h,TG101209,A549,100.0,24.0,300,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,16722832,c1ccc(Nc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,TG101209__A549__100nM__24h,A549_24h_control_profile
TG101209__A549__1000nM__24h,TG101209,A549,1000.0,24.0,205,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,16722832,c1ccc(Nc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,TG101209__A549__1000nM__24h,A549_24h_control_profile
TG101209__A549__10000nM__24h,TG101209,A549,10000.0,24.0,141,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,16722832,c1ccc(Nc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,TG101209__A549__10000nM__24h,A549_24h_control_profile
TG101209__K562__10nM__24h,TG101209,K562,10.0,24.0,252,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,16722832,c1ccc(Nc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,TG101209__K562__10nM__24h,K562_24h_control_profile
TG101209__K562__100nM__24h,TG101209,K562,100.0,24.0,264,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,16722832,c1ccc(Nc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,TG101209__K562__100nM__24h,K562_24h_control_profile
TG101209__K562__1000nM__24h,TG101209,K562,1000.0,24.0,198,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,16722832,c1ccc(Nc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,TG101209__K562__1000nM__24h,K562_24h_control_profile
TG101209__K562__10000nM__24h,TG101209,K562,10000.0,24.0,100,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,16722832,c1ccc(Nc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,TG101209__K562__10000nM__24h,K562_24h_control_profile
TG101209__MCF7__10nM__24h,TG101209,MCF7,10.0,24.0,567,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,16722832,c1ccc(Nc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,TG101209__MCF7__10nM__24h,MCF7_24h_control_profile
TG101209__MCF7__100nM__24h,TG101209,MCF7,100.0,24.0,533,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,16722832,c1ccc(Nc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,TG101209__MCF7__100nM__24h,MCF7_24h_control_profile
TG101209__MCF7__1000nM__24h,TG101209,MCF7,1000.0,24.0,469,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,16722832,c1ccc(Nc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,TG101209__MCF7__1000nM__24h,MCF7_24h_control_profile
TG101209__MCF7__10000nM__24h,TG101209,MCF7,10000.0,24.0,233,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,16722832,c1ccc(Nc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,TG101209__MCF7__10000nM__24h,MCF7_24h_control_profile
TGX-221__A549__10nM__24h,TGX-221,A549,10.0,24.0,268,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,9907093,O=c1cc(N2CCOCC2)nc2c(CNc3ccccc3)cccn12,TGX-221__A549__10nM__24h,A549_24h_control_profile
TGX-221__A549__100nM__24h,TGX-221,A549,100.0,24.0,230,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,9907093,O=c1cc(N2CCOCC2)nc2c(CNc3ccccc3)cccn12,TGX-221__A549__100nM__24h,A549_24h_control_profile
TGX-221__A549__1000nM__24h,TGX-221,A549,1000.0,24.0,214,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,9907093,O=c1cc(N2CCOCC2)nc2c(CNc3ccccc3)cccn12,TGX-221__A549__1000nM__24h,A549_24h_control_profile
TGX-221__A549__10000nM__24h,TGX-221,A549,10000.0,24.0,230,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,9907093,O=c1cc(N2CCOCC2)nc2c(CNc3ccccc3)cccn12,TGX-221__A549__10000nM__24h,A549_24h_control_profile
TGX-221__K562__10nM__24h,TGX-221,K562,10.0,24.0,242,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,9907093,O=c1cc(N2CCOCC2)nc2c(CNc3ccccc3)cccn12,TGX-221__K562__10nM__24h,K562_24h_control_profile
TGX-221__K562__100nM__24h,TGX-221,K562,100.0,24.0,266,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,9907093,O=c1cc(N2CCOCC2)nc2c(CNc3ccccc3)cccn12,TGX-221__K562__100nM__24h,K562_24h_control_profile
TGX-221__K562__1000nM__24h,TGX-221,K562,1000.0,24.0,257,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,9907093,O=c1cc(N2CCOCC2)nc2c(CNc3ccccc3)cccn12,TGX-221__K562__1000nM__24h,K562_24h_control_profile
TGX-221__K562__10000nM__24h,TGX-221,K562,10000.0,24.0,244,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,9907093,O=c1cc(N2CCOCC2)nc2c(CNc3ccccc3)cccn12,TGX-221__K562__10000nM__24h,K562_24h_control_profile
TGX-221__MCF7__10nM__24h,TGX-221,MCF7,10.0,24.0,484,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,9907093,O=c1cc(N2CCOCC2)nc2c(CNc3ccccc3)cccn12,TGX-221__MCF7__10nM__24h,MCF7_24h_control_profile
TGX-221__MCF7__100nM__24h,TGX-221,MCF7,100.0,24.0,565,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,9907093,O=c1cc(N2CCOCC2)nc2c(CNc3ccccc3)cccn12,TGX-221__MCF7__100nM__24h,MCF7_24h_control_profile
TGX-221__MCF7__1000nM__24h,TGX-221,MCF7,1000.0,24.0,456,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,9907093,O=c1cc(N2CCOCC2)nc2c(CNc3ccccc3)cccn12,TGX-221__MCF7__1000nM__24h,MCF7_24h_control_profile
TGX-221__MCF7__10000nM__24h,TGX-221,MCF7,10000.0,24.0,444,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,9907093,O=c1cc(N2CCOCC2)nc2c(CNc3ccccc3)cccn12,TGX-221__MCF7__10000nM__24h,MCF7_24h_control_profile
TMP195__A549__10nM__24h,TMP195,A549,10.0,24.0,191,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,67324851,O=C(NCCc1coc(-c2ccccc2)n1)c1cccc(-c2ncon2)c1,TMP195__A549__10nM__24h,A549_24h_control_profile
TMP195__A549__100nM__24h,TMP195,A549,100.0,24.0,154,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,67324851,O=C(NCCc1coc(-c2ccccc2)n1)c1cccc(-c2ncon2)c1,TMP195__A549__100nM__24h,A549_24h_control_profile
TMP195__A549__1000nM__24h,TMP195,A549,1000.0,24.0,199,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,67324851,O=C(NCCc1coc(-c2ccccc2)n1)c1cccc(-c2ncon2)c1,TMP195__A549__1000nM__24h,A549_24h_control_profile
TMP195__A549__10000nM__24h,TMP195,A549,10000.0,24.0,186,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,67324851,O=C(NCCc1coc(-c2ccccc2)n1)c1cccc(-c2ncon2)c1,TMP195__A549__10000nM__24h,A549_24h_control_profile
TMP195__K562__10nM__24h,TMP195,K562,10.0,24.0,243,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,67324851,O=C(NCCc1coc(-c2ccccc2)n1)c1cccc(-c2ncon2)c1,TMP195__K562__10nM__24h,K562_24h_control_profile
TMP195__K562__100nM__24h,TMP195,K562,100.0,24.0,245,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,67324851,O=C(NCCc1coc(-c2ccccc2)n1)c1cccc(-c2ncon2)c1,TMP195__K562__100nM__24h,K562_24h_control_profile
TMP195__K562__1000nM__24h,TMP195,K562,1000.0,24.0,245,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,67324851,O=C(NCCc1coc(-c2ccccc2)n1)c1cccc(-c2ncon2)c1,TMP195__K562__1000nM__24h,K562_24h_control_profile
TMP195__K562__10000nM__24h,TMP195,K562,10000.0,24.0,226,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,67324851,O=C(NCCc1coc(-c2ccccc2)n1)c1cccc(-c2ncon2)c1,TMP195__K562__10000nM__24h,K562_24h_control_profile
TMP195__MCF7__10nM__24h,TMP195,MCF7,10.0,24.0,490,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,67324851,O=C(NCCc1coc(-c2ccccc2)n1)c1cccc(-c2ncon2)c1,TMP195__MCF7__10nM__24h,MCF7_24h_control_profile
TMP195__MCF7__100nM__24h,TMP195,MCF7,100.0,24.0,380,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,67324851,O=C(NCCc1coc(-c2ccccc2)n1)c1cccc(-c2ncon2)c1,TMP195__MCF7__100nM__24h,MCF7_24h_control_profile
TMP195__MCF7__1000nM__24h,TMP195,MCF7,1000.0,24.0,421,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,67324851,O=C(NCCc1coc(-c2ccccc2)n1)c1cccc(-c2ncon2)c1,TMP195__MCF7__1000nM__24h,MCF7_24h_control_profile
TMP195__MCF7__10000nM__24h,TMP195,MCF7,10000.0,24.0,468,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,67324851,O=C(NCCc1coc(-c2ccccc2)n1)c1cccc(-c2ncon2)c1,TMP195__MCF7__10000nM__24h,MCF7_24h_control_profile
Tacedinaline (CI994)__A549__10nM__24h,Tacedinaline (CI994),A549,10.0,24.0,236,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,2746,O=C(Nc1ccccc1)c1ccccc1,Tacedinaline (CI994)__A549__10nM__24h,A549_24h_control_profile
Tacedinaline (CI994)__A549__100nM__24h,Tacedinaline (CI994),A549,100.0,24.0,256,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,2746,O=C(Nc1ccccc1)c1ccccc1,Tacedinaline (CI994)__A549__100nM__24h,A549_24h_control_profile
Tacedinaline (CI994)__A549__1000nM__24h,Tacedinaline (CI994),A549,1000.0,24.0,226,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,2746,O=C(Nc1ccccc1)c1ccccc1,Tacedinaline (CI994)__A549__1000nM__24h,A549_24h_control_profile
Tacedinaline (CI994)__A549__10000nM__24h,Tacedinaline (CI994),A549,10000.0,24.0,238,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,2746,O=C(Nc1ccccc1)c1ccccc1,Tacedinaline (CI994)__A549__10000nM__24h,A549_24h_control_profile
Tacedinaline (CI994)__K562__10nM__24h,Tacedinaline (CI994),K562,10.0,24.0,277,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,2746,O=C(Nc1ccccc1)c1ccccc1,Tacedinaline (CI994)__K562__10nM__24h,K562_24h_control_profile
Tacedinaline (CI994)__K562__100nM__24h,Tacedinaline (CI994),K562,100.0,24.0,214,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,2746,O=C(Nc1ccccc1)c1ccccc1,Tacedinaline (CI994)__K562__100nM__24h,K562_24h_control_profile
Tacedinaline (CI994)__K562__1000nM__24h,Tacedinaline (CI994),K562,1000.0,24.0,245,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,2746,O=C(Nc1ccccc1)c1ccccc1,Tacedinaline (CI994)__K562__1000nM__24h,K562_24h_control_profile
Tacedinaline (CI994)__K562__10000nM__24h,Tacedinaline (CI994),K562,10000.0,24.0,167,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,2746,O=C(Nc1ccccc1)c1ccccc1,Tacedinaline (CI994)__K562__10000nM__24h,K562_24h_control_profile
Tacedinaline (CI994)__MCF7__10nM__24h,Tacedinaline (CI994),MCF7,10.0,24.0,637,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,2746,O=C(Nc1ccccc1)c1ccccc1,Tacedinaline (CI994)__MCF7__10nM__24h,MCF7_24h_control_profile
Tacedinaline (CI994)__MCF7__100nM__24h,Tacedinaline (CI994),MCF7,100.0,24.0,565,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,2746,O=C(Nc1ccccc1)c1ccccc1,Tacedinaline (CI994)__MCF7__100nM__24h,MCF7_24h_control_profile
